retro_id,city,nickname,season,games
PHI,Philadelphia,Phillies,1990,81
PHI,Philadelphia,Phillies,1991,83
PHI,Philadelphia,Phillies,1992,81
PHI,Philadelphia,Phillies,1993,87
PHI,Philadelphia,Phillies,1994,60
PHI,Philadelphia,Phillies,1995,72
PHI,Philadelphia,Phillies,1996,81
PHI,Philadelphia,Phillies,1997,81
PHI,Philadelphia,Phillies,1998,81
PHI,Philadelphia,Phillies,1999,81
PHI,Philadelphia,Phillies,2000,81
PHI,Philadelphia,Phillies,2001,81
PHI,Philadelphia,Phillies,2002,80
PHI,Philadelphia,Phillies,2003,81
PHI,Philadelphia,Phillies,2004,81
PHI,Philadelphia,Phillies,2005,81
PHI,Philadelphia,Phillies,2006,81
PHI,Philadelphia,Phillies,2007,83
PHI,Philadelphia,Phillies,2008,88
PHI,Philadelphia,Phillies,2009,89
PHI,Philadelphia,Phillies,2010,89
PHI,Philadelphia,Phillies,2011,84
PHI,Philadelphia,Phillies,2012,81
PHI,Philadelphia,Phillies,2013,81
PHI,Philadelphia,Phillies,2014,81
PHI,Philadelphia,Phillies,2015,81
PHI,Philadelphia,Phillies,2016,81
PHI,Philadelphia,Phillies,2017,81
PHI,Philadelphia,Phillies,2018,81
PHI,Philadelphia,Phillies,2019,81
PHI,Philadelphia,Phillies,2020,32
PHI,Philadelphia,Phillies,2021,81
PHI,Philadelphia,Phillies,2022,89
PHI,Philadelphia,Phillies,2023,89
PHI,Philadelphia,Phillies,2024,83
PIT,Pittsburgh,Pirates,1990,84
PIT,Pittsburgh,Pirates,1991,88
PIT,Pittsburgh,Pirates,1992,84
PIT,Pittsburgh,Pirates,1993,81
PIT,Pittsburgh,Pirates,1994,61
PIT,Pittsburgh,Pirates,1995,72
PIT,Pittsburgh,Pirates,1996,80
PIT,Pittsburgh,Pirates,1997,81
PIT,Pittsburgh,Pirates,1998,81
PIT,Pittsburgh,Pirates,1999,81
PIT,Pittsburgh,Pirates,2000,81
PIT,Pittsburgh,Pirates,2001,81
PIT,Pittsburgh,Pirates,2002,80
PIT,Pittsburgh,Pirates,2003,81
PIT,Pittsburgh,Pirates,2004,80
PIT,Pittsburgh,Pirates,2005,81
PIT,Pittsburgh,Pirates,2006,81
PIT,Pittsburgh,Pirates,2007,81
PIT,Pittsburgh,Pirates,2008,81
PIT,Pittsburgh,Pirates,2009,81
PIT,Pittsburgh,Pirates,2010,81
PIT,Pittsburgh,Pirates,2011,81
PIT,Pittsburgh,Pirates,2012,81
PIT,Pittsburgh,Pirates,2013,84
PIT,Pittsburgh,Pirates,2014,82
PIT,Pittsburgh,Pirates,2015,82
PIT,Pittsburgh,Pirates,2016,81
PIT,Pittsburgh,Pirates,2017,81
PIT,Pittsburgh,Pirates,2018,80
PIT,Pittsburgh,Pirates,2019,81
PIT,Pittsburgh,Pirates,2020,32
PIT,Pittsburgh,Pirates,2021,81
PIT,Pittsburgh,Pirates,2022,81
PIT,Pittsburgh,Pirates,2023,81
PIT,Pittsburgh,Pirates,2024,81
SDN,San Diego,Padres,1990,81
SDN,San Diego,Padres,1991,81
SDN,San Diego,Padres,1992,81
SDN,San Diego,Padres,1993,81
SDN,San Diego,Padres,1994,57
SDN,San Diego,Padres,1995,72
SDN,San Diego,Padres,1996,82
SDN,San Diego,Padres,1997,81
SDN,San Diego,Padres,1998,88
SDN,San Diego,Padres,1999,81
SDN,San Diego,Padres,2000,81
SDN,San Diego,Padres,2001,81
SDN,San Diego,Padres,2002,81
SDN,San Diego,Padres,2003,81
SDN,San Diego,Padres,2004,81
SDN,San Diego,Padres,2005,82
SDN,San Diego,Padres,2006,83
SDN,San Diego,Padres,2007,81
SDN,San Diego,Padres,2008,81
SDN,San Diego,Padres,2009,81
SDN,San Diego,Padres,2010,81
SDN,San Diego,Padres,2011,81
SDN,San Diego,Padres,2012,81
SDN,San Diego,Padres,2013,81
SDN,San Diego,Padres,2014,81
SDN,San Diego,Padres,2015,81
SDN,San Diego,Padres,2016,81
SDN,San Diego,Padres,2017,81
SDN,San Diego,Padres,2018,81
SDN,San Diego,Padres,2019,81
SDN,San Diego,Padres,2020,36
SDN,San Diego,Padres,2021,81
SDN,San Diego,Padres,2022,85
SDN,San Diego,Padres,2023,81
SDN,San Diego,Padres,2024,85
SEA,Seattle,Mariners,1990,81
SEA,Seattle,Mariners,1991,81
SEA,Seattle,Mariners,1992,81
SEA,Seattle,Mariners,1993,81
SEA,Seattle,Mariners,1994,44
SEA,Seattle,Mariners,1995,79
SEA,Seattle,Mariners,1996,81
SEA,Seattle,Mariners,1997,83
SEA,Seattle,Mariners,1998,81
SEA,Seattle,Mariners,1999,81
SEA,Seattle,Mariners,2000,85
SEA,Seattle,Mariners,2001,86
SEA,Seattle,Mariners,2002,81
SEA,Seattle,Mariners,2003,81
SEA,Seattle,Mariners,2004,82
SEA,Seattle,Mariners,2005,81
SEA,Seattle,Mariners,2006,81
SEA,Seattle,Mariners,2007,82
SEA,Seattle,Mariners,2008,81
SEA,Seattle,Mariners,2009,81
SEA,Seattle,Mariners,2010,81
SEA,Seattle,Mariners,2011,84
SEA,Seattle,Mariners,2012,81
SEA,Seattle,Mariners,2013,81
SEA,Seattle,Mariners,2014,81
SEA,Seattle,Mariners,2015,81
SEA,Seattle,Mariners,2016,81
SEA,Seattle,Mariners,2017,81
SEA,Seattle,Mariners,2018,81
SEA,Seattle,Mariners,2019,81
SEA,Seattle,Mariners,2020,24
SEA,Seattle,Mariners,2021,81
SEA,Seattle,Mariners,2022,82
SEA,Seattle,Mariners,2023,81
SEA,Seattle,Mariners,2024,81
SFN,San Francisco,Giants,1990,81
SFN,San Francisco,Giants,1991,81
SFN,San Francisco,Giants,1992,81
SFN,San Francisco,Giants,1993,81
SFN,San Francisco,Giants,1994,60
SFN,San Francisco,Giants,1995,72
SFN,San Francisco,Giants,1996,82
SFN,San Francisco,Giants,1997,82
SFN,San Francisco,Giants,1998,81
SFN,San Francisco,Giants,1999,81
SFN,San Francisco,Giants,2000,83
SFN,San Francisco,Giants,2001,81
SFN,San Francisco,Giants,2002,89
SFN,San Francisco,Giants,2003,83
SFN,San Francisco,Giants,2004,82
SFN,San Francisco,Giants,2005,81
SFN,San Francisco,Giants,2006,81
SFN,San Francisco,Giants,2007,81
SFN,San Francisco,Giants,2008,81
SFN,San Francisco,Giants,2009,81
SFN,San Francisco,Giants,2010,88
SFN,San Francisco,Giants,2011,81
SFN,San Francisco,Giants,2012,89
SFN,San Francisco,Giants,2013,82
SFN,San Francisco,Giants,2014,89
SFN,San Francisco,Giants,2015,81
SFN,San Francisco,Giants,2016,83
SFN,San Francisco,Giants,2017,81
SFN,San Francisco,Giants,2018,81
SFN,San Francisco,Giants,2019,81
SFN,San Francisco,Giants,2020,33
SFN,San Francisco,Giants,2021,84
SFN,San Francisco,Giants,2022,81
SFN,San Francisco,Giants,2023,81
SFN,San Francisco,Giants,2024,81
SLN,St. Louis,Cardinals,1990,81
SLN,St. Louis,Cardinals,1991,84
SLN,St. Louis,Cardinals,1992,81
SLN,St. Louis,Cardinals,1993,81
SLN,St. Louis,Cardinals,1994,56
SLN,St. Louis,Cardinals,1995,72
SLN,St. Louis,Cardinals,1996,86
SLN,St. Louis,Cardinals,1997,81
SLN,St. Louis,Cardinals,1998,82
SLN,St. Louis,Cardinals,1999,80
SLN,St. Louis,Cardinals,2000,85
SLN,St. Louis,Cardinals,2001,84
SLN,St. Louis,Cardinals,2002,84
SLN,St. Louis,Cardinals,2003,81
SLN,St. Louis,Cardinals,2004,89
SLN,St. Louis,Cardinals,2005,86
SLN,St. Louis,Cardinals,2006,88
SLN,St. Louis,Cardinals,2007,81
SLN,St. Louis,Cardinals,2008,81
SLN,St. Louis,Cardinals,2009,82
SLN,St. Louis,Cardinals,2010,81
SLN,St. Louis,Cardinals,2011,90
SLN,St. Louis,Cardinals,2012,86
SLN,St. Louis,Cardinals,2013,90
SLN,St. Louis,Cardinals,2014,85
SLN,St. Louis,Cardinals,2015,83
SLN,St. Louis,Cardinals,2016,81
SLN,St. Louis,Cardinals,2017,81
SLN,St. Louis,Cardinals,2018,81
SLN,St. Louis,Cardinals,2019,85
SLN,St. Louis,Cardinals,2020,27
SLN,St. Louis,Cardinals,2021,81
SLN,St. Louis,Cardinals,2022,83
SLN,St. Louis,Cardinals,2023,81
SLN,St. Louis,Cardinals,2024,81
TBA,Tampa Bay,Devil Rays,1998,81
TBA,Tampa Bay,Devil Rays,1999,81
TBA,Tampa Bay,Devil Rays,2000,80
TBA,Tampa Bay,Devil Rays,2001,81
TBA,Tampa Bay,Devil Rays,2002,81
TBA,Tampa Bay,Devil Rays,2003,81
TBA,Tampa Bay,Devil Rays,2004,80
TBA,Tampa Bay,Devil Rays,2005,81
TBA,Tampa Bay,Devil Rays,2006,81
TBA,Tampa Bay,Devil Rays,2007,81
TBA,Tampa Bay,Devil Rays,2008,89
TBA,Tampa Bay,Devil Rays,2009,81
TBA,Tampa Bay,Devil Rays,2010,84
TBA,Tampa Bay,Devil Rays,2011,83
TBA,Tampa Bay,Devil Rays,2012,81
TBA,Tampa Bay,Devil Rays,2013,83
TBA,Tampa Bay,Devil Rays,2014,81
TBA,Tampa Bay,Devil Rays,2015,84
TBA,Tampa Bay,Devil Rays,2016,81
TBA,Tampa Bay,Devil Rays,2017,81
TBA,Tampa Bay,Devil Rays,2018,81
TBA,Tampa Bay,Devil Rays,2019,83
TBA,Tampa Bay,Devil Rays,2020,41
TBA,Tampa Bay,Devil Rays,2021,83
TBA,Tampa Bay,Devil Rays,2022,81
TBA,Tampa Bay,Devil Rays,2023,83
TBA,Tampa Bay,Devil Rays,2024,81
TEX,Texas,Rangers,1990,82
TEX,Texas,Rangers,1991,81
TEX,Texas,Rangers,1992,81
TEX,Texas,Rangers,1993,81
TEX,Texas,Rangers,1994,63
TEX,Texas,Rangers,1995,72
TEX,Texas,Rangers,1996,83
TEX,Texas,Rangers,1997,81
TEX,Texas,Rangers,1998,82
TEX,Texas,Rangers,1999,82
TEX,Texas,Rangers,2000,81
TEX,Texas,Rangers,2001,82
TEX,Texas,Rangers,2002,81
TEX,Texas,Rangers,2003,81
TEX,Texas,Rangers,2004,81
TEX,Texas,Rangers,2005,81
TEX,Texas,Rangers,2006,81
TEX,Texas,Rangers,2007,81
TEX,Texas,Rangers,2008,81
TEX,Texas,Rangers,2009,81
TEX,Texas,Rangers,2010,89
TEX,Texas,Rangers,2011,89
TEX,Texas,Rangers,2012,82
TEX,Texas,Rangers,2013,82
TEX,Texas,Rangers,2014,81
TEX,Texas,Rangers,2015,83
TEX,Texas,Rangers,2016,83
TEX,Texas,Rangers,2017,81
TEX,Texas,Rangers,2018,81
TEX,Texas,Rangers,2019,81
TEX,Texas,Rangers,2020,30
TEX,Texas,Rangers,2021,81
TEX,Texas,Rangers,2022,81
TEX,Texas,Rangers,2023,87
TEX,Texas,Rangers,2024,81
TOR,Toronto,Blue Jays,1990,81
TOR,Toronto,Blue Jays,1991,84
TOR,Toronto,Blue Jays,1992,87
TOR,Toronto,Blue Jays,1993,87
TOR,Toronto,Blue Jays,1994,59
TOR,Toronto,Blue Jays,1995,72
TOR,Toronto,Blue Jays,1996,81
TOR,Toronto,Blue Jays,1997,81
TOR,Toronto,Blue Jays,1998,81
TOR,Toronto,Blue Jays,1999,81
TOR,Toronto,Blue Jays,2000,81
TOR,Toronto,Blue Jays,2001,82
TOR,Toronto,Blue Jays,2002,81
TOR,Toronto,Blue Jays,2003,81
TOR,Toronto,Blue Jays,2004,81
TOR,Toronto,Blue Jays,2005,81
TOR,Toronto,Blue Jays,2006,81
TOR,Toronto,Blue Jays,2007,81
TOR,Toronto,Blue Jays,2008,81
TOR,Toronto,Blue Jays,2009,81
TOR,Toronto,Blue Jays,2010,78
TOR,Toronto,Blue Jays,2011,81
TOR,Toronto,Blue Jays,2012,81
TOR,Toronto,Blue Jays,2013,81
TOR,Toronto,Blue Jays,2014,81
TOR,Toronto,Blue Jays,2015,87
TOR,Toronto,Blue Jays,2016,86
TOR,Toronto,Blue Jays,2017,81
TOR,Toronto,Blue Jays,2018,81
TOR,Toronto,Blue Jays,2019,81
TOR,Toronto,Blue Jays,2020,26
TOR,Toronto,Blue Jays,2021,80
TOR,Toronto,Blue Jays,2022,83
TOR,Toronto,Blue Jays,2023,81
TOR,Toronto,Blue Jays,2024,81
WAS,Washington,Nationals,2005,81
WAS,Washington,Nationals,2006,81
WAS,Washington,Nationals,2007,81
WAS,Washington,Nationals,2008,80
WAS,Washington,Nationals,2009,81
WAS,Washington,Nationals,2010,81
WAS,Washington,Nationals,2011,80
WAS,Washington,Nationals,2012,84
WAS,Washington,Nationals,2013,81
WAS,Washington,Nationals,2014,83
WAS,Washington,Nationals,2015,81
WAS,Washington,Nationals,2016,84
WAS,Washington,Nationals,2017,84
WAS,Washington,Nationals,2018,81
WAS,Washington,Nationals,2019,89
WAS,Washington,Nationals,2020,33
WAS,Washington,Nationals,2021,81
WAS,Washington,Nationals,2022,81
WAS,Washington,Nationals,2023,81
WAS,Washington,Nationals,2024,81
