Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Eliezer Alfonzo","DET",94,391,363,97,77,14,0,6,43,40,19,0,38,3,3,3,,1,0,0.26721763085399447,0.04859335038363171,0.09718670076726342,0.5,0.30670103092783507,0.35537190082644626,0.2907028705188909,0.6620729317542813,0.0881542699724518,2.4983578939317006,0.2826086956521739,,-0.5628072363324463,38.65527455842648,-8.98579979353991,82.19804563552815,-0.5628072363324463,,-8.903017871933399,3.783274449018224,0.8200525128934802,,,,,,,,345.0999999999999,3.67127659574468,345.0999999999999,3.67127659574468,,,,,,,,,,,,,,,,,,,"Eliezer Alfonzo","sa3003262",672613
"Chris Rotondo","STL",114,481,420,90,59,22,3,6,58,51,40,0,143,15,3,3,,9,1,0.21428571428571427,0.08316008316008316,0.2972972972972973,0.27972027972027974,0.303347280334728,0.3238095238095238,0.28219618744929964,0.6271568041442519,0.10952380952380955,6.283759238102812,0.30656934306569344,,0.49953788984566927,44.15471900231804,-14.452331543195593,76.55789634203838,0.49953788984566927,,-13.46929481927638,5.297972162774842,0.8155094750237928,,,,,,,,400.59999999999997,3.514035087719298,400.59999999999997,3.514035087719298,,,,,,,,,,,,,,,,,,,"Chris Rotondo","sa3019861",700658
"Denzel Clarke","OAK",78,339,299,59,34,13,3,9,41,40,30,0,127,8,2,0,,8,2,0.19732441471571907,0.08849557522123894,0.3746312684365782,0.23622047244094488,0.2861356932153392,0.3511705685618729,0.28201691168951076,0.6373062617772121,0.15384615384615383,6.760396451209555,0.30303030303030304,,0.20107503607869148,31.068964625592717,-10.236212370101923,80.18072274566237,0.20107503607869148,,-7.849373714183086,4.445590876607878,0.8142068133245375,,,,,,,,294.3999999999999,3.7743589743589734,294.3999999999999,3.7743589743589734,,,,,,,,,,,,,,,,,,,"Denzel Clarke","29858",672016
"Carlos Pérez","OAK",90,348,315,69,43,15,0,11,32,37,24,0,72,6,2,1,,0,1,0.21904761904761905,0.06896551724137931,0.20689655172413793,0.3333333333333333,0.28530259365994237,0.37142857142857144,0.2873436652274228,0.6567311650885138,0.1523809523809524,1.4119292002272223,0.24786324786324787,,-0.98455206817016,33.43331986882963,-8.968454746219733,83.87281238259023,-0.98455206817016,,-7.709214071899124,3.9932979645972937,0.8137088369179741,,,,,,,,305.49999999999994,3.394444444444444,305.49999999999994,3.394444444444444,,,,,,,,,,,,,,,,,,,"Carlos Perez","10642",542208
"Esteban Quiroz","PHI",86,334,290,66,43,17,0,6,41,35,37,0,71,5,2,0,,3,1,0.22758620689655173,0.11077844311377245,0.2125748502994012,0.5211267605633803,0.32335329341317365,0.3482758620689655,0.3008863140722949,0.6716291554821392,0.12068965517241376,3.385694203593185,0.27906976744186046,,-0.4770135427825153,35.84487826037347,-4.851077835679655,85.37953762584293,-0.4770135427825153,,-6.526604796898221,3.3272191874074064,0.813047050107215,,,,,,,,314.19999999999993,3.6534883720930225,314.19999999999993,3.6534883720930225,,,,,,,,,,,,,,,,,,,"Esteban Quiroz","19780",606019
"Anthony Prato","MIN",114,462,399,91,59,23,3,6,54,49,49,0,125,10,2,2,,10,4,0.22807017543859648,0.10606060606060606,0.27056277056277056,0.392,0.32608695652173914,0.3458646616541353,0.30166661052600197,0.6719516181758745,0.11779448621553884,5.573983877904523,0.3148148148148148,,-0.5975167313590646,49.881232095346164,-6.410779031529715,89.28281228039748,-0.5975167313590646,,-6.530257764808526,-1.1024690881187533,0.81107845174529,,,,,,,,435.59999999999997,3.8210526315789473,435.59999999999997,3.8210526315789473,,,,,,,,,,,,,,,,,,,"Anthony Prato","sa1052903",668791
"Tyler Tolbert","KCR",117,517,471,107,76,18,8,5,66,47,32,0,139,6,2,6,,26,3,0.22717622080679406,0.061895551257253385,0.2688588007736944,0.2302158273381295,0.2837573385518591,0.33121019108280253,0.2713440502693042,0.6149675296346616,0.10403397027600847,8.65069980924606,0.3100303951367781,,3.0553818540647626,42.79984460769046,-20.193596415242073,65.97442353809264,3.0553818540647626,,-18.022579948438224,8.498853567836566,0.8096787630918785,,,,,,,,427.9999999999999,3.658119658119657,427.9999999999999,3.658119658119657,,,,,,,,,,,,,,,,,,,"Tyler Tolbert","25779",686475
"Kevin Alcántara","CHC",110,472,435,101,68,18,3,12,62,55,29,0,143,4,4,0,,8,3,0.23218390804597702,0.0614406779661017,0.3029661016949153,0.20279720279720279,0.2838983050847458,0.3701149425287356,0.2844092033929744,0.6540132476134815,0.1379310344827586,5.864117616608262,0.31338028169014087,,-0.44445159239694476,44.19603776992875,-13.314415156230147,77.69053162667818,-0.44445159239694476,,-13.489619633968736,5.534273908812463,0.8065409571222673,,,,,,,,418.49999999999994,3.8045454545454542,418.49999999999994,3.8045454545454542,,,,,,,,,,,,,,,,,,,"Kevin Alcantara","25971",682634
"Nick Yorke","BOS",108,500,459,107,75,19,4,9,59,53,34,1,133,5,2,0,,9,4,0.23311546840958605,0.068,0.266,0.2556390977443609,0.292,0.35076252723311546,0.2820217528180751,0.6427625272331154,0.11764705882352941,5.528911510539864,0.3072100313479624,,-0.7589911161921918,45.826441891724066,-15.09564807242732,72.17908585173514,-0.7589911161921918,,-17.426626012893575,8.437154519564961,0.8051019980910338,,,,,,,,425.59999999999997,3.94074074074074,425.59999999999997,3.94074074074074,,,,,,,,,,,,,,,,,,,"Nick Yorke","27504",694377
"Austin Allen","NYM",83,326,300,67,41,14,0,12,34,45,21,0,87,4,1,0,,0,1,0.22333333333333333,0.06441717791411043,0.2668711656441718,0.2413793103448276,0.2822085889570552,0.39,0.29191347920090144,0.6722085889570553,0.16666666666666669,1.6377824084593269,0.2722772277227723,,-0.9306162027642131,32.55697166745496,-7.164230989171743,84.20977259753674,-0.9306162027642131,,-7.307734046942174,4.289123996995885,0.8039578057875231,,,,,,,,300.8,3.6240963855421686,300.8,3.6240963855421686,,,,,,,,,,,,,,,,,,,"Austin Allen","18083",664119
"Taylor Motter","STL",84,318,284,61,37,13,1,10,32,34,31,1,91,1,2,0,,3,1,0.2147887323943662,0.09748427672955975,0.2861635220125786,0.34065934065934067,0.29245283018867924,0.3732394366197183,0.290333347929765,0.6656922668083975,0.15845070422535212,3.6446816256347834,0.2756756756756757,,-0.34602644108235836,31.340714014730413,-7.405735202469867,82.01291995618656,-0.34602644108235836,,-7.43210960771982,4.668430335097002,0.8022631345317138,,,,,,,,293.8999999999999,3.498809523809523,293.8999999999999,3.498809523809523,,,,,,,,,,,,,,,,,,,"Taylor Motter","12399",600301
"Joe Hudson","CHC",65,244,213,43,29,7,0,7,24,25,26,0,83,3,2,0,,1,1,0.20187793427230047,0.10655737704918032,0.3401639344262295,0.3132530120481928,0.29508196721311475,0.3333333333333333,0.2811477514075451,0.6284153005464481,0.13145539906103285,2.0599882217124823,0.288,,-0.6689752107486129,22.186193199284325,-7.543786703221549,75.50410582868167,-0.6689752107486129,,-8.073574846223046,7.6826573081187535,0.7880484906672887,,,,,,,,199.99999999999997,3.0769230769230766,199.99999999999997,3.0769230769230766,,,,,,,,,,,,,,,,,,,"Joe Hudson","14412",621529
"Troy Johnston","MIA",124,541,487,123,82,26,2,13,59,68,40,1,116,10,3,1,,8,1,0.25256673511293637,0.07393715341959335,0.2144177449168207,0.3448275862068966,0.32037037037037036,0.3942505133470226,0.31223940683428564,0.714620883717393,0.14168377823408623,4.507392963405014,0.3047091412742382,,0.1685507851652801,63.16109767919317,-2.7566036620186325,93.25631323189555,0.1685507851652801,,-4.351185679995423,-6.13900651446796,0.7876455839579979,,,,,,,,573.2,4.622580645161291,573.2,4.622580645161291,,,,,,,,,,,,,,,,,,,"Troy Johnston","26143",687859
"Cristian Pache","PHI",100,290,259,59,41,11,2,5,31,29,28,0,83,1,0,2,,6,4,0.2277992277992278,0.09655172413793103,0.28620689655172415,0.3373493975903614,0.3055555555555556,0.3436293436293436,0.28900997071630424,0.6491848991848992,0.11583011583011582,4.9996395156685836,0.3157894736842105,,-1.0276708090677857,28.26242361551098,-7.072388563696824,77.41782498515087,-1.0276708090677857,,-9.140684795957586,7.165549581293356,0.7859897177899041,,,,,,,,248.89999999999998,2.489,248.89999999999998,2.489,,,,,,,,,,,,,,,,,,,"Cristian Pache","19948",665506
"Cade Hunter","CIN",106,434,388,81,60,8,0,13,49,51,35,1,141,9,2,0,,3,2,0.20876288659793815,0.08064516129032258,0.3248847926267281,0.24822695035460993,0.2880184331797235,0.32989690721649484,0.27517382941675517,0.6179153403962183,0.12113402061855669,2.947539294100703,0.288135593220339,,-1.0377838113345206,37.30909196130896,-15.571282127574445,64.91666684900638,-1.0377838113345206,,-19.90070867927781,12.973251028806583,0.7802396634195127,,,,,,,,343.09999999999997,3.2367924528301883,343.09999999999997,3.2367924528301883,,,,,,,,,,,,,,,,,,,"Cade Hunter","sa3020199",687192
"Armando Alvarez","OAK",94,357,328,81,51,19,0,11,43,38,24,0,70,1,4,0,,4,1,0.24695121951219512,0.06722689075630252,0.19607843137254902,0.34285714285714286,0.2969187675070028,0.4054878048780488,0.30283912206564295,0.7024065723850517,0.1585365853658537,3.580826835216558,0.2788844621513944,,-0.2076674271374941,38.89222668599573,-4.606145548408358,94.61305316990502,-0.2076674271374941,,-2.5119911104044608,-1.8586421660435049,0.7790492498973193,,,,,,,,363.9,3.8712765957446806,363.9,3.8712765957446806,,,,,,,,,,,,,,,,,,,"Armando Alvarez","19292",669137
"Adalberto Mondesi","BOS",49,192,180,43,27,8,3,5,25,25,9,0,62,1,1,1,,15,3,0.2388888888888889,0.046875,0.3229166666666667,0.14516129032258066,0.2774869109947644,0.4,0.29054862479264826,0.6774869109947644,0.16111111111111112,8.97726221512068,0.3333333333333333,,1.4486763407476246,18.957022645143446,-4.437059901090682,78.08924772212504,1.4486763407476246,,-3.5920265008642973,4.816402164085833,0.7754713834544457,,,,,,,,198.2,4.044897959183674,198.2,4.044897959183674,,,,,,,,,,,,,,,,,,,"Adalberto Mondesi","13769",609275
"Lenyn Sosa","CHW",124,509,480,116,80,20,1,15,53,60,21,1,121,3,3,2,,1,3,0.24166666666666667,0.0412573673870334,0.23772102161100198,0.17355371900826447,0.27613412228796846,0.38125,0.2830129047863097,0.6573841222879684,0.1395833333333333,2.5324621616254017,0.2910662824207493,,-1.8598618605174124,47.07030455004051,-14.948383033465598,76.8614390415867,-1.8598618605174124,,-15.97180137290061,6.370223398001176,0.7746914423862503,,,,,,,,439.7999999999999,3.5467741935483863,439.7999999999999,3.5467741935483863,,,,,,,,,,,,,,,,,,,"Lenyn Sosa","22896",672820
"Yonny Hernández","MIL",106,426,358,79,63,11,3,2,58,33,54,0,93,8,2,4,,17,8,0.2206703910614525,0.1267605633802817,0.21830985915492956,0.5806451612903226,0.3341232227488152,0.2849162011173184,0.28763686678420874,0.6190394238661336,0.06424581005586591,6.389174024528879,0.29056603773584905,,-0.9397647487930954,41.030728285232286,-10.874892364224689,78.83060764987324,-0.9397647487930954,,-12.111906802716003,5.395767183846267,0.7741960381127682,,,,,,,,348.1,3.2839622641509436,348.1,3.2839622641509436,,,,,,,,,,,,,,,,,,,"Yonny Hernandez","19432",660634
"Ivan Melendez","ARI",95,415,379,79,45,17,1,16,42,62,21,0,166,13,2,0,,2,1,0.20844327176781002,0.05060240963855422,0.4,0.12650602409638553,0.27228915662650605,0.38522427440633245,0.2856494495667607,0.6575134310328385,0.17678100263852242,3.419254620555498,0.3165829145728643,,-0.6307828039862216,39.28626707513359,-11.279067595112059,75.78282073708223,-0.6307828039862216,,-13.081377941272143,6.724838139659022,0.7727703027216697,,,,,,,,371.79999999999995,3.9136842105263154,371.79999999999995,3.9136842105263154,,,,,,,,,,,,,,,,,,,"Ivan Melendez","sa3019859",699471
"Andrew Navigato","DET",92,377,346,81,53,18,2,8,43,45,21,0,88,7,3,0,,6,5,0.23410404624277456,0.05570291777188329,0.23342175066312998,0.23863636363636365,0.2891246684350133,0.3670520231213873,0.2865481212221343,0.6561766915564006,0.13294797687861273,4.889433261068336,0.2885375494071146,,-1.534505212213844,35.9703447463944,-9.964911086575743,79.31829782789798,-1.534505212213844,,-10.87694286517581,5.75564376281893,0.7722551145592955,,,,,,,,327.79999999999995,3.563043478260869,327.79999999999995,3.563043478260869,,,,,,,,,,,,,,,,,,,"Andrew Navigato","sa3010703",685382
"Sam Haggerty","SEA",105,343,305,72,48,16,2,6,45,37,29,1,76,5,2,2,,20,2,0.2360655737704918,0.08454810495626822,0.22157434402332363,0.3815789473684211,0.31085043988269795,0.36065573770491804,0.29570456936078915,0.671506177587616,0.12459016393442623,7.275492210265076,0.29333333333333333,,2.5317289591766894,35.334669890994974,-6.457883824412871,92.54429970238141,2.5317289591766894,,-0.5324571563910432,-3.4397117434215154,0.771140852233301,,,,,,,,346.79999999999995,3.3028571428571425,346.79999999999995,3.3028571428571425,,,,,,,,,,,,,,,,,,,"Sam Haggerty","18054",664059
"Cam Devanney","KCR",107,413,373,87,54,23,1,9,42,46,31,0,97,6,3,0,,3,3,0.23324396782841822,0.07506053268765134,0.23486682808716708,0.31958762886597936,0.30024213075060535,0.3726541554959786,0.29491100227573014,0.6728962862465839,0.13941018766756036,3.05700852688223,0.28888888888888886,,-1.367400371003896,42.27363466515407,-8.04801164523497,82.30919454966991,-1.367400371003896,,-10.121877983238397,3.75246912388154,0.7703054215360255,,,,,,,,379.5,3.546728971962617,379.5,3.546728971962617,,,,,,,,,,,,,,,,,,,"Cam Devanney","25688",687478
"Miguel Andujar","OAK",119,477,444,116,79,24,1,12,51,51,29,2,68,1,3,0,,5,2,0.26126126126126126,0.06079664570230608,0.14255765199161424,0.4264705882352941,0.3060796645702306,0.4009009009009009,0.30464013701991033,0.7069805654711315,0.13963963963963966,3.5556666391865743,0.28337874659400547,,-0.6686042998917401,52.67871766206031,-5.440956163740108,95.86137611206412,-0.6686042998917401,,-3.0340169631488116,-5.557936519857437,0.7664720576567847,,,,,,,,487.5999999999999,4.097478991596638,487.5999999999999,4.097478991596638,,,,,,,,,,,,,,,,,,,"Miguel Andujar","15878",609280
"Hoy Park","OAK",105,412,356,79,56,14,2,7,47,34,48,1,106,3,2,3,,10,2,0.22191011235955055,0.11650485436893204,0.25728155339805825,0.4528301886792453,0.31784841075794623,0.33146067415730335,0.2913886273608488,0.6493090849152496,0.1095505617977528,5.509349258028123,0.2938775510204082,,0.3391008386388421,40.966033115509255,-9.23376901495148,86.6764643008357,0.3391008386388421,,-6.238223894972993,-0.1414461127454425,0.7658791861794101,,,,,,,,370.59999999999997,3.529523809523809,370.59999999999997,3.529523809523809,,,,,,,,,,,,,,,,,,,"Hoy Park","18027",660829
"Joshua Palacios","PIT",108,376,341,88,63,13,2,10,45,48,26,0,70,6,1,2,,9,3,0.25806451612903225,0.06914893617021277,0.18617021276595744,0.37142857142857144,0.32085561497326204,0.39589442815249265,0.313895439081651,0.7167500431257547,0.1378299120234604,5.109544831460718,0.29770992366412213,,-0.19822084764018655,44.414675574761404,-1.3987360782804306,93.83130104895275,-0.19822084764018655,,-3.071645932726037,-2.0446209066549086,0.7642580329911115,,,,,,,,399.6,3.7,399.6,3.7,,,,,,,,,,,,,,,,,,,"Joshua Palacios","19818",641943
"Stone Garrett","WSN",108,399,367,87,52,19,1,15,49,55,24,0,119,4,4,0,,7,2,0.23705722070844687,0.06015037593984962,0.2982456140350877,0.20168067226890757,0.2882205513784461,0.41689373297002724,0.3026550572020069,0.7051142843484733,0.17983651226158037,4.861219850744655,0.3037974683544304,,-0.06056595593690872,43.406788923252925,-5.209038868139879,88.1739242394788,-0.06056595593690872,,-5.906205206702844,0.0018519472192837227,0.7636297520443429,,,,,,,,413.7,3.8305555555555553,413.7,3.8305555555555553,,,,,,,,,,,,,,,,,,,"Stone Garrett","19273",656448
"Jarred Kelenic","ATL",121,492,439,105,62,26,2,15,59,70,48,3,139,2,3,0,,13,5,0.23917995444191345,0.0975609756097561,0.28252032520325204,0.34532374100719426,0.3150406504065041,0.41002277904328016,0.3129281874570866,0.7250634294497842,0.1708428246013667,5.06857544905891,0.3125,,-0.35024865297600627,57.72184832561228,-2.2254881991126787,94.57646137283857,-0.35024865297600627,,-3.655970426002259,-5.423280423280423,0.7622572746302091,,,,,,,,537.5,4.4421487603305785,537.5,4.4421487603305785,,,,,,,,,,,,,,,,,,,"Jarred Kelenic","22558",672284
"Jake Slaughter","CHC",104,433,391,87,59,15,1,12,48,57,28,0,132,11,3,0,,11,5,0.22250639386189258,0.06466512702078522,0.30484988452655887,0.21212121212121213,0.2909930715935335,0.35805626598465473,0.28594787745773104,0.6490493375781883,0.13554987212276215,4.967886167978971,0.3,,-0.6654922990128398,41.0975669890845,-11.660962919870599,78.72203436991092,-0.6654922990128398,,-12.079455217512532,4.990975991898884,0.7607935277686211,,,,,,,,382.09999999999997,3.674038461538461,382.09999999999997,3.674038461538461,,,,,,,,,,,,,,,,,,,"Jake Slaughter","sa3007871",670237
"Óscar Mercado","SDP",109,392,356,82,52,19,2,9,47,46,27,0,88,6,2,1,,16,4,0.2303370786516854,0.06887755102040816,0.22448979591836735,0.3068181818181818,0.29411764705882354,0.3707865168539326,0.29115952966768116,0.6649041639127562,0.1404494382022472,6.20134861212556,0.2796934865900383,,0.8567523662932217,38.90280616047072,-8.860112371423966,84.1360479102033,0.8567523662932217,,-6.84724125455854,1.1403292061860668,0.7595918313035448,,,,,,,,372.5,3.4174311926605503,372.5,3.4174311926605503,,,,,,,,,,,,,,,,,,,"Oscar Mercado","16375",640458
"Chris Roller","MIL",97,373,322,68,44,14,2,8,41,43,39,0,116,8,3,1,,10,4,0.2111801242236025,0.10455764075067024,0.3109919571045576,0.33620689655172414,0.30913978494623656,0.3416149068322981,0.29129844759741136,0.6507546917785347,0.13043478260869562,5.407796369950073,0.29850746268656714,,-0.3894783933646977,37.060244729113,-8.387634384143933,81.28527348190191,-0.3894783933646977,,-9.037380698300733,3.9705172473721335,0.7590160161536661,,,,,,,,334.79999999999995,3.451546391752577,334.79999999999995,3.451546391752577,,,,,,,,,,,,,,,,,,,"Chris Roller","23557",676896
"Jett Williams","NYM",125,547,463,96,62,18,6,10,62,57,67,0,154,13,4,0,,21,4,0.20734341252699784,0.12248628884826325,0.28153564899451555,0.43506493506493504,0.3217550274223035,0.3369330453563715,0.2972992436323567,0.658688072778675,0.12958963282937364,7.103083345982428,0.2838283828382838,,1.4175603343173862,57.074480575527886,-9.574285845253723,87.82030384174143,1.4175603343173862,,-6.83601725844677,-4.1704583630570236,0.7564998890129007,,,,,,,,523.6999999999998,4.189599999999999,523.6999999999998,4.189599999999999,,,,,,,,,,,,,,,,,,,"Jett Williams","sa3020134",702518
"Payton Henry","TOR",74,280,258,59,42,10,0,7,26,38,14,0,85,7,1,0,,0,1,0.22868217054263565,0.05,0.30357142857142855,0.16470588235294117,0.2857142857142857,0.3488372093023256,0.2798481990184103,0.6345514950166113,0.12015503875968994,1.6514946419431822,0.31137724550898205,,-0.9075008318759501,25.15736626215449,-8.959004117770284,75.54112577774806,-0.9075008318759501,,-9.113416952209711,7.144032921810699,0.7564633416956106,,,,,,,,227.39999999999998,3.0729729729729724,227.39999999999998,3.0729729729729724,,,,,,,,,,,,,,,,,,,"Payton Henry","22164",668721
"Bligh Madris","DET",115,457,406,93,60,19,4,10,47,46,43,1,116,2,4,2,,5,3,0.229064039408867,0.09409190371991247,0.2538293216630197,0.3706896551724138,0.3032967032967033,0.3694581280788177,0.29422911279527103,0.672754831375521,0.14039408866995073,4.687866864942798,0.29225352112676056,,-1.0675669722259045,46.51855845279159,-9.164231774442776,84.6421614507726,-1.0675669722259045,,-9.47723545976816,1.462522045855379,0.7559726097738165,,,,,,,,422.79999999999995,3.6765217391304343,422.79999999999995,3.6765217391304343,,,,,,,,,,,,,,,,,,,"Bligh Madris","20054",676632
"Francisco Mejía","TBR",86,286,268,66,40,17,2,7,32,34,11,0,63,4,2,1,,0,1,0.2462686567164179,0.038461538461538464,0.2202797202797203,0.1746031746031746,0.28421052631578947,0.40298507462686567,0.2953360266852797,0.6871956009426552,0.15671641791044777,3.3572428871528603,0.295,,-0.8458598428405821,29.375189783305895,-5.472245676188699,89.49200411243345,-0.8458598428405821,,-4.446821570607803,2.254262198706643,0.7546269698301703,,,,,,,,270.29999999999995,3.143023255813953,270.29999999999995,3.143023255813953,,,,,,,,,,,,,,,,,,,"Francisco Mejia","16403",642336
"César Salazar","HOU",78,295,259,57,39,13,0,5,27,37,20,0,62,12,3,1,,3,1,0.22007722007722008,0.06779661016949153,0.21016949152542372,0.3225806451612903,0.30272108843537415,0.3281853281853282,0.28312389218077366,0.6309064166207023,0.10810810810810811,3.221361939914398,0.26666666666666666,,-0.36914181197062135,27.307623705530027,-8.636409373319287,77.78283424466665,-0.36914181197062135,,-8.22228017805009,5.719606125971487,0.7543302821306525,,,,,,,,243.79999999999995,3.125641025641025,243.79999999999995,3.125641025641025,,,,,,,,,,,,,,,,,,,"Cesar Salazar","21587",663967
"Mike Brosseau","KCR",89,277,250,61,40,11,1,9,28,32,20,0,71,6,1,0,,1,1,0.244,0.07220216606498195,0.2563176895306859,0.28169014084507044,0.3140794223826715,0.404,0.31358359436696187,0.7180794223826715,0.16000000000000003,2.9557445594879255,0.30409356725146197,,-0.7306161997839808,32.64864616106141,-1.1021916790784554,95.25157742207922,-0.7306161997839808,,-2.306636142443235,0.41778363283068765,0.7542846859376923,,,,,,,,290.8999999999999,3.2685393258426956,290.8999999999999,3.2685393258426956,,,,,,,,,,,,,,,,,,,"Mike Brosseau","19683",670712
"Isaac Collins","MIL",99,421,363,84,58,18,3,5,53,41,47,0,93,6,2,3,,14,6,0.23140495867768596,0.11163895486935867,0.2209026128266033,0.5053763440860215,0.3277511961722488,0.33884297520661155,0.29991715504792316,0.6665941713788603,0.1074380165289256,6.047072818573584,0.2958801498127341,,-0.5877369404770434,44.84285855236294,-6.453541197452526,87.06311856420609,-0.5877369404770434,,-7.33503898150457,0.5593472519459128,0.7513103182144081,,,,,,,,392.49999999999994,3.964646464646464,392.49999999999994,3.964646464646464,,,,,,,,,,,,,,,,,,,"Isaac Collins","25477",686555
"Mark Contreras","BOS",105,417,380,88,54,21,3,10,50,53,28,1,128,7,2,0,,13,4,0.23157894736842105,0.0671462829736211,0.3069544364508393,0.21875,0.2949640287769784,0.3815789473684211,0.2942186063871934,0.6765429761453995,0.15000000000000002,6.309213395517287,0.319672131147541,,0.233636986464262,42.443273613659805,-8.365749416442444,80.63299240948436,0.233636986464262,,-9.44314944142275,2.7321869965373313,0.7498586283539808,,,,,,,,403.29999999999995,3.8409523809523805,403.29999999999995,3.8409523809523805,,,,,,,,,,,,,,,,,,,"Mark Contreras","20122",676628
"Jo Adell","LAA",109,448,408,93,50,19,2,22,58,67,32,1,149,6,2,0,,6,2,0.22794117647058823,0.07142857142857142,0.3325892857142857,0.21476510067114093,0.2924107142857143,0.44607843137254904,0.31524645068768153,0.7384891456582634,0.21813725490196081,5.039912244889086,0.29707112970711297,,-0.31450182432308793,53.422279213147746,-1.1639133947318947,98.26906521944224,-0.31450182432308793,,-1.2436635177000022,-6.538271628780129,0.7485575035946529,,,,,,,,505.8999999999999,4.641284403669724,505.8999999999999,4.641284403669724,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
"Jordan Luplow","PHI",97,317,277,60,32,15,0,13,38,43,34,1,76,4,2,0,,3,1,0.21660649819494585,0.10725552050473186,0.23974763406940064,0.4473684210526316,0.30914826498422715,0.41155234657039713,0.3127204449493674,0.7207006115546243,0.19494584837545129,3.1611545793621505,0.24736842105263157,,-0.35373156471177936,37.13601070519248,-1.4885943320794925,93.31295168868797,-0.35373156471177936,,-2.9798371352470445,-0.2942680299176952,0.7479752732243942,,,,,,,,341.59999999999997,3.521649484536082,341.59999999999997,3.521649484536082,,,,,,,,,,,,,,,,,,,"Jordan Luplow","16424",656669
"Bryce Johnson","SDP",100,380,340,79,58,12,3,6,47,39,32,0,110,4,1,3,,17,4,0.2323529411764706,0.08421052631578947,0.2894736842105263,0.2909090909090909,0.3050397877984085,0.3382352941176471,0.2865154888648886,0.6432750819160555,0.10588235294117648,7.006236419107305,0.3244444444444444,,0.987406256608665,36.246282404804575,-10.054505967950474,81.02275644875083,0.987406256608665,,-7.946372351093244,2.4962375311904763,0.7445234177894207,,,,,,,,339.8,3.398,339.8,3.398,,,,,,,,,,,,,,,,,,,"Bryce Johnson","20002",669369
"Rafael Marchán","PHI",71,274,247,60,44,13,1,2,28,26,20,0,37,5,2,0,,1,1,0.242914979757085,0.072992700729927,0.13503649635036497,0.5405405405405406,0.3102189781021898,0.32793522267206476,0.2851301033566468,0.6381542007742546,0.08502024291497975,3.1199865633513317,0.2761904761904762,,-0.7537315706722438,25.820221273763302,-7.565084026591657,74.81682330680081,-0.7537315706722438,,-9.302027204004851,7.433803740282188,0.742419227493664,,,,,,,,225.29999999999998,3.173239436619718,225.29999999999998,3.173239436619718,,,,,,,,,,,,,,,,,,,"Rafael Marchan","21646",665561
"Robbie Grossman","CHW",120,461,392,89,57,19,1,12,54,46,59,1,115,5,5,0,,6,2,0.22704081632653061,0.1279826464208243,0.24945770065075923,0.5130434782608696,0.3318872017353579,0.37244897959183676,0.3120575310095497,0.7043361813271947,0.14540816326530615,3.846949490407107,0.2851851851851852,,-0.5687709040939808,53.75156065864416,-2.4186062883034207,96.99290612074547,-0.5687709040939808,,-2.22981243165283,-6.0815696649029976,0.740001626976978,,,,,,,,477.79999999999995,3.9816666666666665,477.79999999999995,3.9816666666666665,,,,,,,,,,,,,,,,,,,"Robbie Grossman","5254",543257
"Ben Rortvedt","TBR",67,234,208,43,28,9,0,6,24,26,21,0,68,4,1,0,,1,1,0.20673076923076922,0.08974358974358974,0.2905982905982906,0.3088235294117647,0.2905982905982906,0.33653846153846156,0.27968989045192033,0.6271367521367521,0.12980769230769235,2.330061626012699,0.2740740740740741,,-0.6304495926015079,20.993604981942667,-7.517933121280176,78.6473241335299,-0.6304495926015079,,-6.6173322106277475,5.998941846625515,0.7346421683795974,,,,,,,,189.39999999999998,2.826865671641791,189.39999999999998,2.826865671641791,,,,,,,,,,,,,,,,,,,"Ben Rortvedt","20287",666163
"Preston Tucker","SDP",65,270,233,54,34,12,1,7,33,31,30,1,58,5,2,0,,1,1,0.2317596566523605,0.1111111111111111,0.21481481481481482,0.5172413793103449,0.3296296296296296,0.38197424892703863,0.31353207857635385,0.7116038785566683,0.15021459227467812,3.3982883487929945,0.27647058823529413,,-0.7460264470428228,31.812038409095926,-1.0858901715458205,99.13425064916602,-0.7460264470428228,,-1.0356103363067677,-0.77619042850676,0.7344876923210104,,,,,,,,279.79999999999995,4.304615384615384,279.79999999999995,4.304615384615384,,,,,,,,,,,,,,,,,,,"Preston Tucker","13633",605512
"Joey Bart","SFG",91,333,302,69,48,13,0,8,39,37,23,0,103,7,1,0,,1,1,0.22847682119205298,0.06906906906906907,0.30930930930930933,0.22330097087378642,0.2972972972972973,0.3509933774834437,0.2872409086685639,0.6482906747807411,0.12251655629139074,2.5451939709806224,0.3177083333333333,,-0.8230776833370328,31.963810332418806,-8.610301583706018,80.18187171820692,-0.8230776833370328,,-8.998784829563078,5.017724843883009,0.7317109676379436,,,,,,,,286.3999999999999,3.1472527472527463,286.3999999999999,3.1472527472527463,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
