Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Marcus Semien","TEX",152,698,626,166,101,36,3,26,106,93,66,1,110,3,3,0,,11,2,0.26517571884984026,0.09455587392550144,0.15759312320916904,0.6,0.336676217765043,0.45686900958466453,0.34165912139706495,0.7935452273497074,0.19169329073482427,5.225246244636335,0.2839756592292089,,0.053678052965551615,98.54504439998072,13.497806810025407,119.19686484585407,0.053678052965551615,,16.10897373659192,9.900000095367432,4.968857350220527,,,,,,,,891.7999999999998,5.867105263157893,891.7999999999998,5.867105263157893,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Yordan Alvarez","HOU",134,567,483,144,76,30,2,36,92,109,70,7,112,9,5,0,,1,1,0.2981366459627329,0.12345679012345678,0.19753086419753085,0.625,0.3932980599647266,0.5921325051759835,0.4107977588261877,0.98543056514071,0.29399585921325055,2.9850652395054778,0.3176470588235294,,-1.3624363373965025,112.6073288109397,43.521678791592045,166.27638976456748,-1.3624363373965025,,43.66471588167004,-14.583333333333334,4.829434746809116,,,,,,,,996.3000000000001,7.435074626865672,996.3000000000001,7.435074626865672,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Francisco Lindor","NYM",150,646,569,144,89,27,3,25,92,89,61,2,121,9,6,1,,20,4,0.2530755711775044,0.09442724458204334,0.1873065015479876,0.5041322314049587,0.33178294573643413,0.4428822495606327,0.33363705678824135,0.7746651952970669,0.1898066783831283,5.812974797959208,0.2773892773892774,,1.101983476895839,86.89969252867432,8.18835229499074,112.1805987293407,1.101983476895839,,10.850075316874257,15.420811478212816,4.809262521066209,,,,,,,,804.5999999999999,5.363999999999999,804.5999999999999,5.363999999999999,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Gunnar Henderson","BAL",152,640,561,146,86,27,7,26,103,93,68,1,158,6,5,0,,12,4,0.26024955436720143,0.10625,0.246875,0.43037974683544306,0.34375,0.47237076648841353,0.34984317025481626,0.8161207664884136,0.2121212121212121,6.324652452061678,0.31413612565445026,,-0.5134267942048609,94.70649914101128,16.726223986897505,124.90893694629476,-0.5134267942048609,,18.5880852023362,7.151558097848326,4.744625264409041,,,,,,,,852.7999999999998,5.610526315789473,852.7999999999998,5.610526315789473,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Austin Riley","ATL",152,655,582,164,96,32,2,34,96,103,55,3,156,11,7,0,,2,1,0.281786941580756,0.08396946564885496,0.2381679389312977,0.3525641025641026,0.3511450381679389,0.5189003436426117,0.36805810089125957,0.8700453818105507,0.23711340206185572,3.2014608034408174,0.3258145363408521,,-1.2471926943399012,106.83475389040355,27.026816037365236,131.53468289880263,-1.2471926943399012,,24.341507507835516,0.9066725455614342,4.737785957635897,,,,,,,,959.2,6.310526315789474,959.2,6.310526315789474,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Alex Bregman","HOU",148,650,552,147,91,32,2,22,91,88,85,2,81,8,5,0,,2,1,0.266304347826087,0.13076923076923078,0.12461538461538461,1.0493827160493827,0.36923076923076925,0.45108695652173914,0.35633799737250366,0.8203177257525084,0.18478260869565216,3.125165824796969,0.2753303964757709,,-1.424410537816584,99.69237902564807,20.493662072251272,128.52913537000302,-1.424410537816584,,20.795102906319034,3.6883009517283947,4.653386398312437,,,,,,,,862.1999999999999,5.825675675675675,862.1999999999999,5.825675675675675,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Andrés Giménez","CLE",152,585,523,142,96,27,4,15,71,71,33,3,109,22,3,4,,25,5,0.27151051625239003,0.05641025641025641,0.18632478632478633,0.30275229357798167,0.33907056798623064,0.42447418738049714,0.33129959968547096,0.7635447553667278,0.1529636711281071,6.326377599304182,0.31592039800995025,,1.7492515612393618,77.55835127276478,6.279506014707664,111.7924276494179,1.7492515612393618,,10.015180449980477,16.249471280940625,4.609811733366564,,,,,,,,712.8,4.689473684210526,712.8,4.689473684210526,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Will Smith","LAD",134,555,471,122,75,24,2,21,74,78,61,3,94,14,9,0,,2,1,0.25902335456475584,0.10990990990990991,0.16936936936936936,0.648936170212766,0.35495495495495494,0.45222929936305734,0.34744692863761517,0.8071842543180123,0.1932059447983015,3.219978188363062,0.27671232876712326,,-1.1547312107868493,81.02379201752235,13.400272157314319,118.68418033822444,-1.1547312107868493,,11.691788613601673,14.696208112874778,4.51249898496263,,,,,,,,716.5999999999999,5.34776119402985,716.5999999999999,5.34776119402985,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Corbin Carroll","ARI",148,636,556,151,95,27,9,20,98,87,60,2,137,13,3,4,,39,5,0.2715827338129496,0.09433962264150944,0.21540880503144655,0.43795620437956206,0.35443037974683544,0.460431654676259,0.35146774119800994,0.8148620344230945,0.1888489208633094,8.431713753522313,0.32587064676616917,,4.410559377633035,94.97268373189873,17.47978529749816,119.90636186095391,4.410559377633035,,20.09494342977559,2.889417607948264,4.447643718488096,,,,,,,,886.3,5.988513513513513,886.3,5.988513513513513,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Sean Murphy","ATL",126,484,418,106,58,25,1,22,64,72,49,1,111,14,3,0,,0,1,0.2535885167464115,0.1012396694214876,0.22933884297520662,0.44144144144144143,0.34917355371900827,0.47607655502392343,0.3550880982021861,0.8252501087429317,0.22248803827751196,2.1939472423283384,0.2916666666666667,,-1.3466928787529469,73.73006420241141,14.75748111711288,122.83979834855778,-1.3466928787529469,,12.348119438005929,15.491828240905349,4.416631789574686,,,,,,,,646.8,5.133333333333333,646.8,5.133333333333333,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Bobby Witt Jr.","KCR",152,670,615,169,101,35,7,26,97,97,41,1,127,6,7,1,,35,10,0.27479674796747966,0.06119402985074627,0.18955223880597014,0.3228346456692913,0.32286995515695066,0.4813008130081301,0.34124034625327515,0.8041707681650807,0.20650406504065044,7.17766747325663,0.3049040511727079,,1.6465664985589683,94.35892553435065,12.723324982387794,114.42107837679552,1.6465664985589683,,13.223808677339775,7.985361575870076,4.394948388384555,,,,,,,,896.6999999999999,5.899342105263157,896.6999999999999,5.899342105263157,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
