Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kevin Hart",,6,10,,4.833772229547891,42,19,,,,130.33299255371094,,138,77,70,17,55,,,96,6.629173343379965,3.7979638946447714,1.7454545454545454,1.173916112890202,,,,,1.4808222861948301,,0.6855791962174942,,,,-0.09419905453986832,,,,,,,,,423.56414489746095,3.249861271488168,457.6649627685547,3.511505059472554,,,,,,,,,,,,,,,,,,,"Kevin Hart","8079",453954
"Iván Nova",,6,11,,5.86958056445101,25,24,,,,130.33299255371094,,156,93,85,16,76,,,64,4.419448895586643,5.248095563509139,0.8421052631578947,1.1048622238966608,,,,,1.7800558051668425,,0.6631679389312978,,,,-0.09419905453986832,,,,,,,,,262.064144897461,2.010727596770733,343.6649627685547,2.6368224655543644,,,,,,,,,,,,,,,,,,,"Ivan Nova","1994",467100
"Junichi Tazawa",,10,12,,5.510189711017584,27,25,,,,130.66700744628906,,164,88,80,17,41,,,79,5.441312339629864,2.8239722268965117,1.9268292682926829,1.1709153135912365,,,,,1.5688734593869509,,0.6456953642384107,,,,-0.09444046606941736,,,,,,,,,366.43585510253905,2.804348720186029,467.3350372314453,3.576534324653791,,,,,,,,,,,,,,,,,,,"Junichi Tazawa","4079",547749
"Jeff Francis",,7,7,,4.477029140201787,21,21,,,,130.66700744628906,,143,71,65,15,40,,,88,6.061208682119342,2.755094855508792,2.2,1.033160570815797,,,,,1.4005065515503026,,0.691358024691358,,,,-0.09444046606941736,,,,,,,,,466.6358551025391,3.57118345496931,514.3350372314453,3.9362272641229943,,,,,,,,,,,,,,,,,,,"Jeff Francis","4684",433585
"Daniel Cabrera",,5,9,,5.4961832061068705,25,23,,,,131,,140,88,80,18,78,,,89,6.114503816793893,5.358778625954199,1.141025641025641,1.2366412213740459,,,,,1.6641221374045803,,0.6742738589211618,,,,-0.09468113869661465,,,,,,,,,328.0000000000001,2.503816793893131,365,2.786259541984733,,,,,,,,,,,,,,,,,,,"Daniel Cabrera","1931",425555
"Clayton Mortensen",,6,11,,5.770992366412214,26,25,,,,131,,156,92,84,19,60,,,70,4.809160305343512,4.122137404580153,1.1666666666666667,1.3053435114503817,,,,,1.6488549618320612,,0.6546990496304118,,,,-0.09468113869661465,,,,,,,,,290.1,2.2145038167938935,368,2.8091603053435112,,,,,,,,,,,,,,,,,,,"Clayton Mortensen","3166",489150
"Eddie Bonine",,6,9,,5.482247727702872,25,22,,,,131.33299255371094,,159,88,80,20,33,,,51,3.494932926410581,2.261427187677435,1.5454545454545454,1.370561931925718,,,,,1.4619327273874325,,0.6341463414634146,,,,-0.09492181132381194,,,,,,,,,315.4641448974608,2.4020174882442142,399.6649627685547,3.04314213052828,,,,,,,,,,,,,,,,,,,"Eddie Bonine","5890",444382
"Elizardo Ramirez",,7,10,,6.236056790262017,26,22,,,,131.33299255371094,,165,100,91,27,43,,,52,3.563461023006867,2.946708153640294,1.2093023255813953,1.8502586080997192,,,,,1.5837604546697186,,0.6345475910693302,,,,-0.09492181132381194,,,,,,,,,185.76414489746082,1.414451473962183,280.6649627685547,2.137048408866278,,,,,,,,,,,,,,,,,,,"Elizardo Ramirez","1946",430579
"Nelson Figueroa",,6,10,,5.058214756431534,28,20,,,,131.66700744628906,,151,81,74,17,46,,,91,6.220237065341481,3.144295659403386,1.9782608695652173,1.162022308909947,,,,,1.496198659184703,,0.6697459584295612,,,,-0.09516322285336098,,,,,,,,,416.6358551025389,3.164314760267467,481.3350372314453,3.655699681849277,,,,,,,,,,,,,,,,,,,"Nelson Figueroa","683",150153
"Adam Ottavino",,5,11,,5.810111544549735,27,27,,,,131.66700744628906,,151,93,85,17,83,,,87,5.946820051480317,5.673403037619153,1.0481927710843373,1.162022308909947,,,,,1.777210590097566,,0.6707897240723121,,,,-0.09516322285336098,,,,,,,,,297.6358551025389,2.2605196311152858,362.3350372314453,2.751904552697096,,,,,,,,,,,,,,,,,,,"Adam Ottavino","1247",493603
"Matt Palmer",,7,9,,5.399986023757989,34,21,,,,131.66700744628906,,146,86,79,18,65,,,79,5.399986023757989,4.443026475243915,1.2153846153846153,1.230376562375238,,,,,1.602527497908489,,0.6727664155005382,,,,-0.09516322285336098,,,,,,,,,336.33585510253897,2.5544429210160375,387.3350372314453,2.941777478989571,,,,,,,,,,,,,,,,,,,"Matt Palmer","4457",461212
"Jeff Samardzija",,6,10,,5.659090909090909,40,22,,,,132,,151,91,83,22,63,,,78,5.318181818181818,4.295454545454546,1.2380952380952381,1.5,,,,,1.621212121212121,,0.6713973799126638,,,,-0.09540389548055828,,,,,,,,,280.60000000000014,2.125757575757577,341,2.5833333333333335,,,,,,,,,,,,,,,,,,,"Jeff Samardzija","3254",502188
"Brooks Brown",,8,12,,5.7272727272727275,26,25,,,,132,,160,92,84,14,82,,,56,3.8181818181818183,5.590909090909091,0.6829268292682927,0.9545454545454546,,,,,1.8333333333333333,,0.6744604316546763,,,,-0.09540389548055828,,,,,,,,,254.60000000000014,1.9287878787878798,344,2.606060606060606,,,,,,,,,,,,,,,,,,,"Brooks Brown","5679",453156
"Tobi Stoner",,6,11,,5.576840557735159,26,25,,,,132.33299255371094,,156,90,82,18,56,,,77,5.236789304214723,3.808574039428889,1.375,1.2241845126735715,,,,,1.60201923880739,,0.6531049250535331,,,,-0.09564456810775557,,,,,,,,,338.26414489746094,2.5561588109644484,413.6649627685547,3.1259397583762607,,,,,,,,,,,,,,,,,,,"Tobi Stoner","4591",502621
"Chris Lambert",,5,11,,6.1209225633678574,32,22,,,,132.33299255371094,,164,99,90,22,55,,,80,5.440820056326984,3.740563788724802,1.4545454545454546,1.4962255154899209,,,,,1.6549161004661246,,0.6376195536663125,,,,-0.09564456810775557,,,,,,,,,277.2641448974609,2.0952004450811894,370.6649627685547,2.801001893901177,,,,,,,,,,,,,,,,,,,"Chris Lambert","8047",461836
"Kei Igawa",,5,12,,6.392963566184207,25,24,,,,132.33299255371094,,158,103,94,30,54,,,75,5.100768802806548,3.672553538020715,1.3888888888888888,2.040307521122619,,,,,1.60201923880739,,0.6411764705882353,,,,-0.09564456810775557,,,,,,,,,187.46414489746093,1.416609276944852,259.6649627685547,1.9622088018841002,,,,,,,,,,,,,,,,,,,"Kei Igawa","7794",506432
"Mike MacDonald",,6,11,,6.256943064776032,32,23,,,,132.33299255371094,,171,101,92,20,52,,,57,3.8765842901329766,3.53653303661254,1.0961538461538463,1.360205014081746,,,,,1.68514287855683,,0.6256410256410256,,,,-0.09564456810775557,,,,,,,,,246.66414489746091,1.863965592687293,359.6649627685547,2.717878254151737,,,,,,,,,,,,,,,,,,,"Mike MacDonald","sa253784",453973
"Marco Estrada",,7,9,,5.007518796992481,31,25,,,,133,,148,81,74,16,55,,,98,6.631578947368421,3.7218045112781954,1.7818181818181817,1.0827067669172932,,,,,1.5263157894736843,,0.6755260243632337,,,,-0.0961266522645019,,,,,,,,,433.6000000000001,3.2601503759398502,488,3.669172932330827,,,,,,,,,,,,,,,,,,,"Marco Estrada","1118",462136
"Hisanori Takahashi",,7,8,,4.398496240601504,24,22,,,,133,,138,71,65,18,35,,,109,7.37593984962406,2.3684210526315788,3.1142857142857143,1.218045112781955,,,,,1.300751879699248,,0.6901217861975643,,,,-0.0961266522645019,,,,,,,,,517,3.887218045112782,544,4.090225563909774,,,,,,,,,,,,,,,,,,,"Hisanori Takahashi","10091",538227
"Madison Bumgarner",,8,6,,4.0500103512074865,28,26,,,,133.33299255371094,,137,66,60,12,42,,,86,5.805014836730731,2.8350072458452407,2.0476190476190474,0.8100020702414973,,,,,1.3425034312335926,,0.6966707768187423,,,,-0.09636732489169919,,,,,,,,,528.8641448974611,3.966491224476321,556.6649627685547,4.1749978914206975,,,,,,,,,,,,,,,,,,,"Madison Bumgarner","5524",518516
"Jeanmar Gómez",,5,12,,6.277516044371604,27,27,,,,133.33299255371094,,167,102,93,22,62,,,81,5.467513974130107,4.185010696247736,1.3064516129032258,1.485003795442745,,,,,1.7175043896787303,,0.6407669021190717,,,,-0.09636732489169919,,,,,,,,,257.864144897461,1.9339860297036746,356.6649627685547,2.6749940576401467,,,,,,,,,,,,,,,,,,,"Jeanmar Gomez","9033",491646
"Bobby Livingston",,5,9,,5.1300131115294825,23,22,,,,133.33299255371094,,164,83,76,15,36,,,59,3.982510178687362,2.4300062107244917,1.6388888888888888,1.0125025878018716,,,,,1.5000038337805506,,0.6536312849162011,,,,-0.09636732489169919,,,,,,,,,385.764144897461,2.8932384814063363,481.6649627685547,3.612496453752991,,,,,,,,,,,,,,,,,,,"Bobby Livingston","3876",455751
"Aaron Poreda",,7,8,,4.511210443925749,33,23,,,,133.66700744628906,,134,73,67,10,79,,,93,6.261829422165591,5.319188433882599,1.1772151898734178,0.6733149916307087,,,,,1.593512146859344,,0.7035175879396985,,,,-0.09660873642124823,,,,,,,,,466.7358551025391,3.491780537467976,487.3350372314453,3.645888739053797,,,,,,,,,,,,,,,,,,,"Aaron Poreda","4313",519145
"Lenny DiNardo",,7,9,,5.049862437230315,31,21,,,,133.66700744628906,,157,82,75,13,47,,,75,5.049862437230315,3.164580460664331,1.5957446808510638,0.8753094891199213,,,,,1.5261806476962732,,0.6566200215285253,,,,-0.09660873642124823,,,,,,,,,430.0358551025392,3.2172176464363424,508.3350372314453,3.8029955704342955,,,,,,,,,,,,,,,,,,,"Lenny DiNardo","1894",430837
"Todd Wellemeyer",,6,9,,5.049862437230315,30,23,,,,133.66700744628906,,148,82,75,19,56,,,89,5.992503425513307,3.770563953131969,1.5892857142857142,1.2792984840983466,,,,,1.5261806476962732,,0.6877113866967305,,,,-0.09660873642124823,,,,,,,,,380.6358551025391,2.847642528807931,431.3350372314453,3.2269371887058003,,,,,,,,,,,,,,,,,,,"Todd Wellemeyer","1709",425487
"Samuel Deduno",,6,10,,5.38651993304567,25,25,,,,133.66700744628906,,138,88,80,12,94,,,91,6.12716642383945,6.329160921328662,0.9680851063829787,0.8079779899568504,,,,,1.7356564228702713,,0.6691449814126395,,,,-0.09660873642124823,,,,,,,,,382.7358551025391,2.863353211945981,412.3350372314453,3.0847929126948728,,,,,,,,,,,,,,,,,,,"Samuel Deduno","5285",465679
"Adam Eaton",,5,11,,5.977611940298507,27,23,,,,134,,164,97,89,22,48,,,72,4.835820895522388,3.2238805970149254,1.5,1.4776119402985075,,,,,1.5820895522388059,,0.6346578366445916,,,,-0.09684940904844552,,,,,,,,,294.59999999999985,2.198507462686566,384,2.8656716417910446,,,,,,,,,,,,,,,,,,,"Adam Eaton","1029",284566
"Gaby Hernandez",,6,12,,6.17910447761194,26,26,,,,134,,162,101,92,23,62,,,71,4.768656716417911,4.164179104477612,1.1451612903225807,1.544776119402985,,,,,1.671641791044776,,0.6412930135557873,,,,-0.09684940904844552,,,,,,,,,243.49999999999983,1.8171641791044764,327,2.4402985074626864,,,,,,,,,,,,,,,,,,,"Gaby Hernandez","sa254327",455100
"Eric Stults",,8,9,,4.432835820895522,27,24,,,,134,,141,72,66,15,50,,,89,5.977611940298507,3.3582089552238807,1.78,1.007462686567164,,,,,1.4253731343283582,,0.7,,,,-0.09684940904844552,,,,,,,,,468.4999999999999,3.496268656716417,503,3.753731343283582,,,,,,,,,,,,,,,,,,,"Eric Stults","8011",445590
"Trey Hearne",,6,11,,5.694803528583098,30,21,,,,134.33299255371094,,164,93,85,17,59,,,67,4.4888451342949125,3.9528636257223853,1.1355932203389831,1.1389607057166196,,,,,1.6600538390510207,,0.6526104417670683,,,,-0.09709008167564281,,,,,,,,,315.56414489746106,2.349118700465842,407.6649627685547,3.0347344685674016,,,,,,,,,,,,,,,,,,,"Trey Hearne","sa290646",459900
"Tim Stauffer",,6,10,,4.890831265724307,29,22,,,,134.33299255371094,,150,80,73,16,49,,,84,5.627805840011532,3.282886740006727,1.7142857142857142,1.0719630171450536,,,,,1.4813933361935117,,0.6738391845979615,,,,-0.09709008167564281,,,,,,,,,428.26414489746116,3.1880786451342287,484.6649627685547,3.6079369152352427,,,,,,,,,,,,,,,,,,,"Tim Stauffer","6432",431162
"Edgar Osuna",,7,10,,5.279689609822043,29,22,,,,134.66700744628906,,156,86,79,19,50,,,83,5.547015666015564,3.3415757024190142,1.66,1.2697987669192254,,,,,1.5296990993295931,,0.6688963210702341,,,,-0.09733149320519185,,,,,,,,,373.2358551025392,2.7715463659605084,442.3350372314453,3.2846578060915728,,,,,,,,,,,,,,,,,,,"Edgar Osuna","sa328973",466457
"Chris Waters",,5,12,,6.148499292450986,32,25,,,,134.66700744628906,,155,101,92,22,68,,,93,6.215330806499367,4.5445429552898595,1.3676470588235294,1.4702933090643662,,,,,1.6559364036432005,,0.6347554630593133,,,,-0.09733149320519185,,,,,,,,,304.9358551025392,2.264369431571134,369.3350372314453,2.742579969921377,,,,,,,,,,,,,,,,,,,"Chris Waters","7015",425561
"Jesse Litsch",,9,10,,4.666666666666667,24,23,,,,135,,148,77,70,18,40,,,75,5,2.6666666666666665,1.875,1.2,,,,,1.3925925925925926,,0.6818181818181818,,,,-0.09757216583238915,,,,,,,,,422.8,3.131851851851852,471,3.488888888888889,,,,,,,,,,,,,,,,,,,"Jesse Litsch","3688",446209
"Josh Muecke",,5,12,,6.118242007183751,30,22,,,,135.33299255371094,,161,101,92,24,69,,,76,5.054199918977881,4.588681505387813,1.1014492753623188,1.5960631323088046,,,,,1.699511668662153,,0.6568228105906313,,,,-0.09781283845958644,,,,,,,,,232.66414489746091,1.7191975179675512,309.6649627685547,2.2881705113086515,,,,,,,,,,,,,,,,,,,"Josh Muecke","sa226123",450264
"Sam LeCure",,6,11,,5.120702549490748,25,25,,,,135.33299255371094,,144,84,77,22,59,,,99,6.583760420773819,3.9236552002591445,1.6779661016949152,1.4630578712830709,,,,,1.5000037771235524,,0.6910569105691058,,,,-0.09781283845958644,,,,,,,,,377.4641448974609,2.789150951107898,411.6649627685547,3.041866990454476,,,,,,,,,,,,,,,,,,,"Sam LeCure","4664",459967
"Ernesto Frieri",,6,12,,5.307111976248536,32,25,,,,135.66700744628906,,142,88,80,22,68,,,94,6.23585657209203,4.511045179811256,1.3823529411764706,1.4594557934683474,,,,,1.5479076597391563,,0.6808035714285715,,,,-0.09805424998913548,,,,,,,,,348.1358551025391,2.566105508300292,376.3350372314453,2.7739613655179753,,,,,,,,,,,,,,,,,,,"Ernesto Frieri","5178",457117
"Michael Bowden",,6,7,,5.108095277139216,30,26,,,,135.66700744628906,,154,84,77,16,50,,,77,5.108095277139216,3.316944985155335,1.54,1.0614223952497073,,,,,1.5036817266037519,,0.6607929515418502,,,,-0.09805424998913548,,,,,,,,,410.7358551025391,3.0275294106796786,474.3350372314453,3.4963182733962483,,,,,,,,,,,,,,,,,,,"Michael Bowden","4440",476601
"David Huff",,8,11,,5.2407730765454295,26,26,,,,135.66700744628906,,155,86,79,20,46,,,81,5.373450875951643,3.051589386342908,1.7608695652173914,1.326777994062134,,,,,1.4815687600360496,,0.6647398843930635,,,,-0.09805424998913548,,,,,,,,,378.9358551025391,2.793131965062035,442.3350372314453,3.2604466300074244,,,,,,,,,,,,,,,,,,,"David Huff","4257",453307
"J.R. Mathes",,7,10,,5.029411764705882,27,23,,,,136,,162,83,76,19,30,,,53,3.5073529411764706,1.9852941176470589,1.7666666666666666,1.2573529411764706,,,,,1.411764705882353,,0.6590084643288996,,,,-0.09829492261633277,,,,,,,,,367.50000000000006,2.7022058823529416,449,3.301470588235294,,,,,,,,,,,,,,,,,,,"J.R. Mathes","sa254188",448588
"Luis Munoz",,5,13,,6.220588235294118,28,26,,,,136,,158,103,94,27,69,,,71,4.698529411764706,4.5661764705882355,1.0289855072463767,1.786764705882353,,,,,1.6691176470588236,,0.6553911205073997,,,,-0.09829492261633277,,,,,,,,,198.50000000000006,1.4595588235294121,264,1.9411764705882353,,,,,,,,,,,,,,,,,,,"Luis Munoz","sa201423",446952
"Aneury Rodriguez",,7,13,,6.007349979333429,28,28,,,,136.33299255371094,,155,100,91,24,71,,,79,5.21517196008067,4.687053280578829,1.1126760563380282,1.58435603850552,,,,,1.6577058551029977,,0.6548856548856549,,,,-0.09853559524353006,,,,,,,,,255.6641448974608,1.8752918138779733,314.6649627685547,2.308061730872566,,,,,,,,,,,,,,,,,,,"Aneury Rodriguez","8948",444553
"Daisuke Matsuzaka",,10,8,,4.6210384456411,25,25,,,,136.33299255371094,,139,77,70,16,61,,,121,7.98779502746533,4.026904931201529,1.9836065573770492,1.05623735900368,,,,,1.4669963319495554,,0.6925675675675675,,,,-0.09853559524353006,,,,,,,,,509.66414489746086,3.738377155453909,532.6649627685547,3.907087732697581,,,,,,,,,,,,,,,,,,,"Daisuke Matsuzaka","7775",493137
"Marc Rzepczynski",,9,10,,4.687053280578829,27,27,,,,136.33299255371094,,140,78,71,11,81,,,119,7.85576535758987,5.347201629956129,1.4691358024691359,0.7261631843150299,,,,,1.6210309468042587,,0.6955252918287937,,,,-0.09853559524353006,,,,,,,,,504.5641448974609,3.7009687489891956,533.6649627685547,3.914422714357329,,,,,,,,,,,,,,,,,,,"Marc Rzepczynski","6612",519240
"Trevor Reckling",,6,12,,6.20539448414662,27,27,,,,136.33299255371094,,160,103,94,17,104,,,79,5.21517196008067,6.86554283352392,0.7596153846153846,1.1222521939414098,,,,,1.9364351581734132,,0.6702747710241466,,,,-0.09853559524353006,,,,,,,,,229.76414489746082,1.685315788890506,306.6649627685547,2.2493818775945837,,,,,,,,,,,,,,,,,,,"Trevor Reckling","sa390627",519174
"Tim Alderson",,6,9,,4.939012074770709,27,27,,,,136.66700744628906,,157,82,75,16,42,,,72,4.74145159177988,2.7658467618715967,1.7142857142857142,1.0536559092844178,,,,,1.4560939301916607,,0.6625141562853908,,,,-0.0987770067730791,,,,,,,,,424.335855102539,3.1048887586808798,493.3350372314453,3.6097595641386153,,,,,,,,,,,,,,,,,,,"Tim Alderson","sa389899",518396
"Trevor Bell",,7,10,,5.597547018073469,34,22,,,,136.66700744628906,,166,93,85,15,62,,,70,4.609744603119328,4.082916648477119,1.1290322580645162,0.9878024149541417,,,,,1.6682885230336615,,0.6521739130434783,,,,-0.0987770067730791,,,,,,,,,349.23585510253895,2.555377933769353,442.3350372314453,3.2365897629337175,,,,,,,,,,,,,,,,,,,"Trevor Bell","7074",457707
"Ross Detwiler",,6,11,,5.583941605839416,30,29,,,,137,,165,93,85,14,73,,,93,6.109489051094891,4.795620437956204,1.273972602739726,0.9197080291970803,,,,,1.7372262773722629,,0.6639194139194139,,,,-0.09901767940027639,,,,,,,,,379.60000000000014,2.7708029197080304,470,3.4306569343065694,,,,,,,,,,,,,,,,,,,"Ross Detwiler","2859",446321
"Jason Jones",,6,14,,6.175182481751825,27,23,,,,137,,170,103,94,25,48,,,57,3.7445255474452557,3.153284671532847,1.1875,1.6423357664233578,,,,,1.5912408759124088,,0.6284153005464481,,,,-0.09901767940027639,,,,,,,,,234.30000000000018,1.710218978102191,330,2.408759124087591,,,,,,,,,,,,,,,,,,,"Jason Jones","sa254345",459419
"Anthony Swarzak",,6,11,,5.883762675062305,27,27,,,,137.66700744628906,,170,99,90,22,55,,,69,4.510884717547767,3.595632745871409,1.2545454545454546,1.4382530983485635,,,,,1.6343785208506403,,0.6488156539649846,,,,-0.09949976355702272,,,,,,,,,279.13585510253904,2.0276162043505175,375.3350372314453,2.7263978798833315,,,,,,,,,,,,,,,,,,,"Anthony Swarzak","7466",461872
"Scott Richmond",,8,11,,5.295386407556075,27,24,,,,137.66700744628906,,146,89,81,24,59,,,117,7.648891477580997,3.8571333092075113,1.9830508474576272,1.5690033800166148,,,,,1.4891004301083612,,0.676779463243874,,,,-0.09949976355702272,,,,,,,,,400.935855102539,2.912359776970997,433.3350372314453,3.147704343035941,,,,,,,,,,,,,,,,,,,"Scott Richmond","4307",446341
"Brett Cecil",,7,10,,5.282608695652174,29,29,,,,138,,157,89,81,18,61,,,100,6.521739130434782,3.9782608695652173,1.639344262295082,1.173913043478261,,,,,1.5797101449275361,,0.6690871369294605,,,,-0.09974043618422002,,,,,,,,,408.6000000000001,2.9608695652173918,473,3.427536231884058,,,,,,,,,,,,,,,,,,,"Brett Cecil","2660",446399
"Andrew Miller",,7,10,,5.282608695652174,33,27,,,,138,,148,89,81,16,79,,,111,7.239130434782608,5.1521739130434785,1.4050632911392404,1.0434782608695652,,,,,1.644927536231884,,0.6744868035190617,,,,-0.09974043618422002,,,,,,,,,424.6000000000001,3.076811594202899,467,3.3840579710144927,,,,,,,,,,,,,,,,,,,"Andrew Miller","6785",453192
"Scott Diamond",,7,10,,5.086956521739131,25,25,,,,138,,157,85,78,14,65,,,87,5.673913043478261,4.239130434782608,1.3384615384615384,0.9130434782608695,,,,,1.608695652173913,,0.6768774703557312,,,,-0.09974043618422002,,,,,,,,,419.8,3.0420289855072467,487,3.528985507246377,,,,,,,,,,,,,,,,,,,"Scott Diamond","5089",539438
"Giancarlo Alvarado",,10,8,,3.894221199005555,26,24,,,,138.66700744628906,,126,66,60,16,59,,,118,7.658635024710924,3.829317512355462,2,1.0384589864014813,,,,,1.3341313366963474,,0.7318573185731858,,,,-0.10022252034096635,,,,,,,,,560.7358551025392,4.043758248116324,544.3350372314453,3.925483409904023,,,,,,,,,,,,,,,,,,,"Giancarlo Alvarado","sa212417",425826
"Matt Buschmann",,6,10,,5.062487558707222,31,24,,,,138.66700744628906,,156,85,78,18,53,,,79,5.127391245357314,3.4398953924549067,1.490566037735849,1.1682663597016665,,,,,1.5072078344299278,,0.6746463547334058,,,,-0.10022252034096635,,,,,,,,,398.13585510253915,2.8711649759713183,458.3350372314453,3.305292626358694,,,,,,,,,,,,,,,,,,,"Matt Buschmann","3832",501936
"Justin Masterson",,8,8,,4.467625899280575,43,20,,,,139,,143,75,69,13,58,,,102,6.60431654676259,3.7553956834532376,1.7586206896551724,0.841726618705036,,,,,1.4460431654676258,,0.6892778993435448,,,,-0.10046319296816364,,,,,,,,,526.9000000000001,3.790647482014389,556,4,,,,,,,,,,,,,,,,,,,"Justin Masterson","2038",475416
"Adam Mills",,8,11,,5.633093525179856,27,27,,,,139,,183,95,87,17,36,,,58,3.7553956834532376,2.3309352517985613,1.6111111111111112,1.1007194244604317,,,,,1.5755395683453237,,0.6352459016393442,,,,-0.10046319296816364,,,,,,,,,351.7000000000001,2.53021582733813,482,3.4676258992805757,,,,,,,,,,,,,,,,,,,"Adam Mills","sa389674",474126
"Manny Parra",,8,10,,5.16747675337878,27,24,,,,139.33299255371094,,157,88,80,16,69,,,117,7.557434751816467,4.456948699789198,1.6956521739130435,1.033495350675756,,,,,1.6220135364772283,,0.6777996070726916,,,,-0.10070386559536093,,,,,,,,,453.06414489746095,3.2516644952042566,515.6649627685547,3.7009537606089453,,,,,,,,,,,,,,,,,,,"Manny Parra","4279",448159
"Eric Hacker",,7,8,,5.026240719519706,28,26,,,,139.66700744628906,,160,85,78,15,54,,,74,4.768484785185362,3.479705113513642,1.3703703703703705,0.9665847537537895,,,,,1.5322158318763774,,0.6683937823834197,,,,-0.10094527712490997,,,,,,,,,419.035855102539,3.000249398654047,489.3350372314453,3.503583603447837,,,,,,,,,,,,,,,,,,,"Eric Hacker","8743",459345
"Lance Broadway",,5,12,,6.492857142857143,33,22,,,,140,,180,111,101,21,70,,,74,4.757142857142857,4.5,1.0571428571428572,1.35,,,,,1.7857142857142858,,0.6300997280145059,,,,-0.10118594975210726,,,,,,,,,247.70000000000005,1.7692857142857146,365,2.607142857142857,,,,,,,,,,,,,,,,,,,"Lance Broadway","9885",473560
"John Ely",,7,11,,5.271428571428571,27,27,,,,140,,150,90,82,21,64,,,86,5.5285714285714285,4.114285714285714,1.34375,1.35,,,,,1.5285714285714285,,0.6717226435536295,,,,-0.10118594975210726,,,,,,,,,367.70000000000005,2.626428571428572,407,2.907142857142857,,,,,,,,,,,,,,,,,,,"John Ely","6132",518655
"Craig Stammen",,6,11,,5.5928571428571425,29,26,,,,140,,172,95,87,19,52,,,74,4.757142857142857,3.342857142857143,1.4230769230769231,1.2214285714285715,,,,,1.6,,0.6534954407294833,,,,-0.10118594975210726,,,,,,,,,347.09999999999997,2.479285714285714,445,3.1785714285714284,,,,,,,,,,,,,,,,,,,"Craig Stammen","7274",489334
"Jeff Manship",,8,11,,5.387186478693876,29,26,,,,140.33299255371094,,167,92,84,15,58,,,72,4.617588410309037,3.7197239971933906,1.2413793103448276,0.9619975854810493,,,,,1.6033293091350822,,0.6519607843137255,,,,-0.10142662237930455,,,,,,,,,389.764144897461,2.7774234540625433,476.6649627685547,3.3966706908649176,,,,,,,,,,,,,,,,,,,"Jeff Manship","6865",453249
"Sean O'Sullivan",,7,13,,6.028518202347909,28,26,,,,140.33299255371094,,176,103,94,21,58,,,70,4.48932206557823,3.7197239971933906,1.206896551724138,1.346796619673469,,,,,1.6674624815004855,,0.6402737047898338,,,,-0.10142662237930455,,,,,,,,,288.564144897461,2.0562815603537863,394.6649627685547,2.8123462315356877,,,,,,,,,,,,,,,,,,,"Sean O'Sullivan","9137",457711
"Micah Owings",,7,12,,4.86254746167947,29,24,,,,140.66700744628906,,140,83,76,21,60,,,95,6.078184327099337,3.838853259220634,1.5833333333333333,1.343598640727222,,,,,1.4217975034150498,,0.6858147713950762,,,,-0.1016680339088536,,,,,,,,,428.63585510253915,3.047166943294826,440.3350372314453,3.1303362830092096,,,,,,,,,,,,,,,,,,,"Micah Owings","4253",452249
"Sean West",,7,13,,5.758279888830951,29,28,,,,140.66700744628906,,158,99,90,22,86,,,105,6.71799320363611,5.502356338216242,1.2209302325581395,1.4075795283808992,,,,,1.7345929541663607,,0.6801125703564729,,,,-0.1016680339088536,,,,,,,,,311.5358551025391,2.214704505045314,369.3350372314453,2.625598169296867,,,,,,,,,,,,,,,,,,,"Sean West","4393",476811
"Will Inman",,6,10,,5.054490124640502,28,28,,,,140.66700744628906,,149,86,79,19,65,,,93,5.950222551791983,4.158757697489021,1.4307692307692308,1.2156368654198675,,,,,1.5213233286541032,,0.6830309498399146,,,,-0.1016680339088536,,,,,,,,,410.835855102539,2.9206269654908854,447.3350372314453,3.1800991956287366,,,,,,,,,,,,,,,,,,,"Will Inman","sa290185",488989
"Jason Vargas",,7,9,,4.9787234042553195,30,24,,,,141,,150,85,78,22,50,,,86,5.48936170212766,3.1914893617021276,1.72,1.4042553191489362,,,,,1.4184397163120568,,0.6796690307328606,,,,-0.10190870653605089,,,,,,,,,404.80000000000007,2.8709219858156034,441,3.127659574468085,,,,,,,,,,,,,,,,,,,"Jason Vargas","8044",450306
"Dallas Braden",,7,9,,4.595744680851064,28,24,,,,141,,152,79,72,15,46,,,90,5.74468085106383,2.9361702127659575,1.9565217391304348,0.9574468085106383,,,,,1.4042553191489362,,0.672316384180791,,,,-0.10190870653605089,,,,,,,,,505.7000000000001,3.5865248226950364,552,3.9148936170212765,,,,,,,,,,,,,,,,,,,"Dallas Braden","8099",460284
"Wes Whisler",,7,14,,6.176901686053473,28,26,,,,141.33299255371094,,186,106,97,21,66,,,49,3.120290542439383,4.202840322469373,0.7424242424242424,1.3372673753311641,,,,,1.7830231671082188,,0.655884995507637,,,,-0.10214937916324818,,,,,,,,,203.9641448974611,1.4431460143317094,333.6649627685547,2.3608426931295012,,,,,,,,,,,,,,,,,,,"Wes Whisler","8023",452217
