retro_id,city,nickname,season,vegas_name
MIL,Milwaukee,Brewers,1995,Milwaukee Brewers
MIL,Milwaukee,Brewers,1996,Milwaukee Brewers
MIL,Milwaukee,Brewers,1997,Milwaukee Brewers
MIL,Milwaukee,Brewers,1998,Milwaukee Brewers
MIL,Milwaukee,Brewers,1999,Milwaukee Brewers
MIL,Milwaukee,Brewers,2000,Milwaukee Brewers
MIL,Milwaukee,Brewers,2001,Milwaukee Brewers
MIL,Milwaukee,Brewers,2002,Milwaukee Brewers
MIL,Milwaukee,Brewers,2003,Milwaukee Brewers
MIL,Milwaukee,Brewers,2004,Milwaukee Brewers
MIL,Milwaukee,Brewers,2005,Milwaukee Brewers
MIL,Milwaukee,Brewers,2006,Milwaukee Brewers
MIL,Milwaukee,Brewers,2007,Milwaukee Brewers
MIL,Milwaukee,Brewers,2008,Milwaukee Brewers
MIL,Milwaukee,Brewers,2009,Milwaukee Brewers
MIL,Milwaukee,Brewers,2010,Milwaukee Brewers
MIL,Milwaukee,Brewers,2011,Milwaukee Brewers
MIL,Milwaukee,Brewers,2012,Milwaukee Brewers
MIL,Milwaukee,Brewers,2013,Milwaukee Brewers
MIL,Milwaukee,Brewers,2014,Milwaukee Brewers
MIL,Milwaukee,Brewers,2015,Milwaukee Brewers
MIL,Milwaukee,Brewers,2016,Milwaukee Brewers
MIL,Milwaukee,Brewers,2017,Milwaukee Brewers
MIL,Milwaukee,Brewers,2018,Milwaukee Brewers
MIL,Milwaukee,Brewers,2019,Milwaukee Brewers
MIL,Milwaukee,Brewers,2020,Milwaukee Brewers
MIL,Milwaukee,Brewers,2021,Milwaukee Brewers
MIL,Milwaukee,Brewers,2022,Milwaukee Brewers
MIL,Milwaukee,Brewers,2023,Milwaukee Brewers
MIL,Milwaukee,Brewers,2024,Milwaukee Brewers
MIN,Minnesota,Twins,1990,Minnesota Twins
MIN,Minnesota,Twins,1991,Minnesota Twins
MIN,Minnesota,Twins,1992,Minnesota Twins
MIN,Minnesota,Twins,1993,Minnesota Twins
MIN,Minnesota,Twins,1994,Minnesota Twins
MIN,Minnesota,Twins,1995,Minnesota Twins
MIN,Minnesota,Twins,1996,Minnesota Twins
MIN,Minnesota,Twins,1997,Minnesota Twins
MIN,Minnesota,Twins,1998,Minnesota Twins
MIN,Minnesota,Twins,1999,Minnesota Twins
MIN,Minnesota,Twins,2000,Minnesota Twins
MIN,Minnesota,Twins,2001,Minnesota Twins
MIN,Minnesota,Twins,2002,Minnesota Twins
MIN,Minnesota,Twins,2003,Minnesota Twins
MIN,Minnesota,Twins,2004,Minnesota Twins
MIN,Minnesota,Twins,2005,Minnesota Twins
MIN,Minnesota,Twins,2006,Minnesota Twins
MIN,Minnesota,Twins,2007,Minnesota Twins
MIN,Minnesota,Twins,2008,Minnesota Twins
MIN,Minnesota,Twins,2009,Minnesota Twins
MIN,Minnesota,Twins,2010,Minnesota Twins
MIN,Minnesota,Twins,2011,Minnesota Twins
MIN,Minnesota,Twins,2012,Minnesota Twins
MIN,Minnesota,Twins,2013,Minnesota Twins
MIN,Minnesota,Twins,2014,Minnesota Twins
MIN,Minnesota,Twins,2015,Minnesota Twins
MIN,Minnesota,Twins,2016,Minnesota Twins
MIN,Minnesota,Twins,2017,Minnesota Twins
MIN,Minnesota,Twins,2018,Minnesota Twins
MIN,Minnesota,Twins,2019,Minnesota Twins
MIN,Minnesota,Twins,2020,Minnesota Twins
MIN,Minnesota,Twins,2021,Minnesota Twins
MIN,Minnesota,Twins,2022,Minnesota Twins
MIN,Minnesota,Twins,2023,Minnesota Twins
MIN,Minnesota,Twins,2024,Minnesota Twins
MON,Montreal,Expos,1990,Washington Nationals
MON,Montreal,Expos,1991,Washington Nationals
MON,Montreal,Expos,1992,Washington Nationals
MON,Montreal,Expos,1993,Washington Nationals
MON,Montreal,Expos,1994,Washington Nationals
MON,Montreal,Expos,1995,Washington Nationals
MON,Montreal,Expos,1996,Washington Nationals
MON,Montreal,Expos,1997,Washington Nationals
MON,Montreal,Expos,1998,Washington Nationals
MON,Montreal,Expos,1999,Washington Nationals
MON,Montreal,Expos,2000,Washington Nationals
MON,Montreal,Expos,2001,Washington Nationals
MON,Montreal,Expos,2002,Washington Nationals
MON,Montreal,Expos,2003,Washington Nationals
MON,Montreal,Expos,2004,Washington Nationals
NYA,New York,Yankees,1990,New York Yankees
NYA,New York,Yankees,1991,New York Yankees
NYA,New York,Yankees,1992,New York Yankees
NYA,New York,Yankees,1993,New York Yankees
NYA,New York,Yankees,1994,New York Yankees
NYA,New York,Yankees,1995,New York Yankees
NYA,New York,Yankees,1996,New York Yankees
NYA,New York,Yankees,1997,New York Yankees
NYA,New York,Yankees,1998,New York Yankees
NYA,New York,Yankees,1999,New York Yankees
NYA,New York,Yankees,2000,New York Yankees
NYA,New York,Yankees,2001,New York Yankees
NYA,New York,Yankees,2002,New York Yankees
NYA,New York,Yankees,2003,New York Yankees
NYA,New York,Yankees,2004,New York Yankees
NYA,New York,Yankees,2005,New York Yankees
NYA,New York,Yankees,2006,New York Yankees
NYA,New York,Yankees,2007,New York Yankees
NYA,New York,Yankees,2008,New York Yankees
NYA,New York,Yankees,2009,New York Yankees
NYA,New York,Yankees,2010,New York Yankees
NYA,New York,Yankees,2011,New York Yankees
NYA,New York,Yankees,2012,New York Yankees
NYA,New York,Yankees,2013,New York Yankees
NYA,New York,Yankees,2014,New York Yankees
NYA,New York,Yankees,2015,New York Yankees
NYA,New York,Yankees,2016,New York Yankees
NYA,New York,Yankees,2017,New York Yankees
NYA,New York,Yankees,2018,New York Yankees
NYA,New York,Yankees,2019,New York Yankees
NYA,New York,Yankees,2020,New York Yankees
NYA,New York,Yankees,2021,New York Yankees
NYA,New York,Yankees,2022,New York Yankees
NYA,New York,Yankees,2023,New York Yankees
NYA,New York,Yankees,2024,New York Yankees
NYN,New York,Mets,1990,New York Mets
NYN,New York,Mets,1991,New York Mets
NYN,New York,Mets,1992,New York Mets
NYN,New York,Mets,1993,New York Mets
NYN,New York,Mets,1994,New York Mets
NYN,New York,Mets,1995,New York Mets
NYN,New York,Mets,1996,New York Mets
NYN,New York,Mets,1997,New York Mets
NYN,New York,Mets,1998,New York Mets
NYN,New York,Mets,1999,New York Mets
NYN,New York,Mets,2000,New York Mets
NYN,New York,Mets,2001,New York Mets
NYN,New York,Mets,2002,New York Mets
NYN,New York,Mets,2003,New York Mets
NYN,New York,Mets,2004,New York Mets
NYN,New York,Mets,2005,New York Mets
NYN,New York,Mets,2006,New York Mets
NYN,New York,Mets,2007,New York Mets
NYN,New York,Mets,2008,New York Mets
NYN,New York,Mets,2009,New York Mets
NYN,New York,Mets,2010,New York Mets
NYN,New York,Mets,2011,New York Mets
NYN,New York,Mets,2012,New York Mets
NYN,New York,Mets,2013,New York Mets
NYN,New York,Mets,2014,New York Mets
NYN,New York,Mets,2015,New York Mets
NYN,New York,Mets,2016,New York Mets
NYN,New York,Mets,2017,New York Mets
NYN,New York,Mets,2018,New York Mets
NYN,New York,Mets,2019,New York Mets
NYN,New York,Mets,2020,New York Mets
NYN,New York,Mets,2021,New York Mets
NYN,New York,Mets,2022,New York Mets
NYN,New York,Mets,2023,New York Mets
NYN,New York,Mets,2024,New York Mets
OAK,Oakland,Athletics,1990,Oakland Athletics
OAK,Oakland,Athletics,1991,Oakland Athletics
OAK,Oakland,Athletics,1992,Oakland Athletics
OAK,Oakland,Athletics,1993,Oakland Athletics
OAK,Oakland,Athletics,1994,Oakland Athletics
OAK,Oakland,Athletics,1995,Oakland Athletics
OAK,Oakland,Athletics,1996,Oakland Athletics
OAK,Oakland,Athletics,1997,Oakland Athletics
OAK,Oakland,Athletics,1998,Oakland Athletics
OAK,Oakland,Athletics,1999,Oakland Athletics
OAK,Oakland,Athletics,2000,Oakland Athletics
OAK,Oakland,Athletics,2001,Oakland Athletics
OAK,Oakland,Athletics,2002,Oakland Athletics
OAK,Oakland,Athletics,2003,Oakland Athletics
OAK,Oakland,Athletics,2004,Oakland Athletics
OAK,Oakland,Athletics,2005,Oakland Athletics
OAK,Oakland,Athletics,2006,Oakland Athletics
OAK,Oakland,Athletics,2007,Oakland Athletics
OAK,Oakland,Athletics,2008,Oakland Athletics
OAK,Oakland,Athletics,2009,Oakland Athletics
OAK,Oakland,Athletics,2010,Oakland Athletics
OAK,Oakland,Athletics,2011,Oakland Athletics
OAK,Oakland,Athletics,2012,Oakland Athletics
OAK,Oakland,Athletics,2013,Oakland Athletics
OAK,Oakland,Athletics,2014,Oakland Athletics
OAK,Oakland,Athletics,2015,Oakland Athletics
OAK,Oakland,Athletics,2016,Oakland Athletics
OAK,Oakland,Athletics,2017,Oakland Athletics
OAK,Oakland,Athletics,2018,Oakland Athletics
OAK,Oakland,Athletics,2019,Oakland Athletics
OAK,Oakland,Athletics,2020,Athletics
OAK,Oakland,Athletics,2021,Athletics
OAK,Oakland,Athletics,2022,Athletics
OAK,Oakland,Athletics,2023,Athletics
OAK,Oakland,Athletics,2024,Athletics
PHI,Philadelphia,Phillies,1990,Philadelphia Phillies
PHI,Philadelphia,Phillies,1991,Philadelphia Phillies
PHI,Philadelphia,Phillies,1992,Philadelphia Phillies
PHI,Philadelphia,Phillies,1993,Philadelphia Phillies
PHI,Philadelphia,Phillies,1994,Philadelphia Phillies
PHI,Philadelphia,Phillies,1995,Philadelphia Phillies
PHI,Philadelphia,Phillies,1996,Philadelphia Phillies
PHI,Philadelphia,Phillies,1997,Philadelphia Phillies
PHI,Philadelphia,Phillies,1998,Philadelphia Phillies
PHI,Philadelphia,Phillies,1999,Philadelphia Phillies
PHI,Philadelphia,Phillies,2000,Philadelphia Phillies
PHI,Philadelphia,Phillies,2001,Philadelphia Phillies
PHI,Philadelphia,Phillies,2002,Philadelphia Phillies
PHI,Philadelphia,Phillies,2003,Philadelphia Phillies
PHI,Philadelphia,Phillies,2004,Philadelphia Phillies
PHI,Philadelphia,Phillies,2005,Philadelphia Phillies
PHI,Philadelphia,Phillies,2006,Philadelphia Phillies
PHI,Philadelphia,Phillies,2007,Philadelphia Phillies
PHI,Philadelphia,Phillies,2008,Philadelphia Phillies
PHI,Philadelphia,Phillies,2009,Philadelphia Phillies
PHI,Philadelphia,Phillies,2010,Philadelphia Phillies
PHI,Philadelphia,Phillies,2011,Philadelphia Phillies
PHI,Philadelphia,Phillies,2012,Philadelphia Phillies
PHI,Philadelphia,Phillies,2013,Philadelphia Phillies
PHI,Philadelphia,Phillies,2014,Philadelphia Phillies
PHI,Philadelphia,Phillies,2015,Philadelphia Phillies
PHI,Philadelphia,Phillies,2016,Philadelphia Phillies
PHI,Philadelphia,Phillies,2017,Philadelphia Phillies
PHI,Philadelphia,Phillies,2018,Philadelphia Phillies
PHI,Philadelphia,Phillies,2019,Philadelphia Phillies
PHI,Philadelphia,Phillies,2020,Philadelphia Phillies
PHI,Philadelphia,Phillies,2021,Philadelphia Phillies
PHI,Philadelphia,Phillies,2022,Philadelphia Phillies
PHI,Philadelphia,Phillies,2023,Philadelphia Phillies
PHI,Philadelphia,Phillies,2024,Philadelphia Phillies
PIT,Pittsburgh,Pirates,1990,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1991,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1992,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1993,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1994,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1995,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1996,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1997,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1998,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,1999,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2000,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2001,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2002,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2003,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2004,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2005,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2006,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2007,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2008,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2009,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2010,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2011,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2012,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2013,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2014,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2015,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2016,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2017,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2018,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2019,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2020,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2021,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2022,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2023,Pittsburgh Pirates
PIT,Pittsburgh,Pirates,2024,Pittsburgh Pirates
SDN,San Diego,Padres,1990,San Diego Padres
SDN,San Diego,Padres,1991,San Diego Padres
SDN,San Diego,Padres,1992,San Diego Padres
SDN,San Diego,Padres,1993,San Diego Padres
SDN,San Diego,Padres,1994,San Diego Padres
SDN,San Diego,Padres,1995,San Diego Padres
SDN,San Diego,Padres,1996,San Diego Padres
SDN,San Diego,Padres,1997,San Diego Padres
SDN,San Diego,Padres,1998,San Diego Padres
SDN,San Diego,Padres,1999,San Diego Padres
SDN,San Diego,Padres,2000,San Diego Padres
SDN,San Diego,Padres,2001,San Diego Padres
SDN,San Diego,Padres,2002,San Diego Padres
SDN,San Diego,Padres,2003,San Diego Padres
SDN,San Diego,Padres,2004,San Diego Padres
SDN,San Diego,Padres,2005,San Diego Padres
SDN,San Diego,Padres,2006,San Diego Padres
SDN,San Diego,Padres,2007,San Diego Padres
SDN,San Diego,Padres,2008,San Diego Padres
SDN,San Diego,Padres,2009,San Diego Padres
SDN,San Diego,Padres,2010,San Diego Padres
SDN,San Diego,Padres,2011,San Diego Padres
SDN,San Diego,Padres,2012,San Diego Padres
SDN,San Diego,Padres,2013,San Diego Padres
SDN,San Diego,Padres,2014,San Diego Padres
SDN,San Diego,Padres,2015,San Diego Padres
SDN,San Diego,Padres,2016,San Diego Padres
SDN,San Diego,Padres,2017,San Diego Padres
SDN,San Diego,Padres,2018,San Diego Padres
SDN,San Diego,Padres,2019,San Diego Padres
SDN,San Diego,Padres,2020,San Diego Padres
SDN,San Diego,Padres,2021,San Diego Padres
SDN,San Diego,Padres,2022,San Diego Padres
SDN,San Diego,Padres,2023,San Diego Padres
SDN,San Diego,Padres,2024,San Diego Padres
SEA,Seattle,Mariners,1990,Seattle Mariners
SEA,Seattle,Mariners,1991,Seattle Mariners
SEA,Seattle,Mariners,1992,Seattle Mariners
SEA,Seattle,Mariners,1993,Seattle Mariners
SEA,Seattle,Mariners,1994,Seattle Mariners
SEA,Seattle,Mariners,1995,Seattle Mariners
SEA,Seattle,Mariners,1996,Seattle Mariners
SEA,Seattle,Mariners,1997,Seattle Mariners
SEA,Seattle,Mariners,1998,Seattle Mariners
SEA,Seattle,Mariners,1999,Seattle Mariners
SEA,Seattle,Mariners,2000,Seattle Mariners
SEA,Seattle,Mariners,2001,Seattle Mariners
SEA,Seattle,Mariners,2002,Seattle Mariners
SEA,Seattle,Mariners,2003,Seattle Mariners
SEA,Seattle,Mariners,2004,Seattle Mariners
SEA,Seattle,Mariners,2005,Seattle Mariners
SEA,Seattle,Mariners,2006,Seattle Mariners
SEA,Seattle,Mariners,2007,Seattle Mariners
SEA,Seattle,Mariners,2008,Seattle Mariners
SEA,Seattle,Mariners,2009,Seattle Mariners
SEA,Seattle,Mariners,2010,Seattle Mariners
SEA,Seattle,Mariners,2011,Seattle Mariners
SEA,Seattle,Mariners,2012,Seattle Mariners
SEA,Seattle,Mariners,2013,Seattle Mariners
SEA,Seattle,Mariners,2014,Seattle Mariners
SEA,Seattle,Mariners,2015,Seattle Mariners
SEA,Seattle,Mariners,2016,Seattle Mariners
SEA,Seattle,Mariners,2017,Seattle Mariners
SEA,Seattle,Mariners,2018,Seattle Mariners
SEA,Seattle,Mariners,2019,Seattle Mariners
SEA,Seattle,Mariners,2020,Seattle Mariners
SEA,Seattle,Mariners,2021,Seattle Mariners
SEA,Seattle,Mariners,2022,Seattle Mariners
SEA,Seattle,Mariners,2023,Seattle Mariners
SEA,Seattle,Mariners,2024,Seattle Mariners
SFN,San Francisco,Giants,1990,San Francisco Giants
SFN,San Francisco,Giants,1991,San Francisco Giants
SFN,San Francisco,Giants,1992,San Francisco Giants
SFN,San Francisco,Giants,1993,San Francisco Giants
SFN,San Francisco,Giants,1994,San Francisco Giants
SFN,San Francisco,Giants,1995,San Francisco Giants
SFN,San Francisco,Giants,1996,San Francisco Giants
SFN,San Francisco,Giants,1997,San Francisco Giants
SFN,San Francisco,Giants,1998,San Francisco Giants
SFN,San Francisco,Giants,1999,San Francisco Giants
SFN,San Francisco,Giants,2000,San Francisco Giants
SFN,San Francisco,Giants,2001,San Francisco Giants
SFN,San Francisco,Giants,2002,San Francisco Giants
SFN,San Francisco,Giants,2003,San Francisco Giants
SFN,San Francisco,Giants,2004,San Francisco Giants
SFN,San Francisco,Giants,2005,San Francisco Giants
SFN,San Francisco,Giants,2006,San Francisco Giants
SFN,San Francisco,Giants,2007,San Francisco Giants
SFN,San Francisco,Giants,2008,San Francisco Giants
SFN,San Francisco,Giants,2009,San Francisco Giants
SFN,San Francisco,Giants,2010,San Francisco Giants
SFN,San Francisco,Giants,2011,San Francisco Giants
SFN,San Francisco,Giants,2012,San Francisco Giants
SFN,San Francisco,Giants,2013,San Francisco Giants
SFN,San Francisco,Giants,2014,San Francisco Giants
SFN,San Francisco,Giants,2015,San Francisco Giants
SFN,San Francisco,Giants,2016,San Francisco Giants
SFN,San Francisco,Giants,2017,San Francisco Giants
SFN,San Francisco,Giants,2018,San Francisco Giants
SFN,San Francisco,Giants,2019,San Francisco Giants
SFN,San Francisco,Giants,2020,San Francisco Giants
SFN,San Francisco,Giants,2021,San Francisco Giants
SFN,San Francisco,Giants,2022,San Francisco Giants
SFN,San Francisco,Giants,2023,San Francisco Giants
SFN,San Francisco,Giants,2024,San Francisco Giants
SLN,St. Louis,Cardinals,1990,St Louis Cardinals
SLN,St. Louis,Cardinals,1991,St Louis Cardinals
SLN,St. Louis,Cardinals,1992,St Louis Cardinals
SLN,St. Louis,Cardinals,1993,St Louis Cardinals
SLN,St. Louis,Cardinals,1994,St Louis Cardinals
SLN,St. Louis,Cardinals,1995,St Louis Cardinals
SLN,St. Louis,Cardinals,1996,St Louis Cardinals
SLN,St. Louis,Cardinals,1997,St Louis Cardinals
SLN,St. Louis,Cardinals,1998,St Louis Cardinals
SLN,St. Louis,Cardinals,1999,St Louis Cardinals
SLN,St. Louis,Cardinals,2000,St Louis Cardinals
SLN,St. Louis,Cardinals,2001,St Louis Cardinals
SLN,St. Louis,Cardinals,2002,St Louis Cardinals
SLN,St. Louis,Cardinals,2003,St Louis Cardinals
SLN,St. Louis,Cardinals,2004,St Louis Cardinals
SLN,St. Louis,Cardinals,2005,St Louis Cardinals
SLN,St. Louis,Cardinals,2006,St Louis Cardinals
SLN,St. Louis,Cardinals,2007,St Louis Cardinals
SLN,St. Louis,Cardinals,2008,St Louis Cardinals
SLN,St. Louis,Cardinals,2009,St Louis Cardinals
SLN,St. Louis,Cardinals,2010,St Louis Cardinals
SLN,St. Louis,Cardinals,2011,St Louis Cardinals
SLN,St. Louis,Cardinals,2012,St Louis Cardinals
SLN,St. Louis,Cardinals,2013,St Louis Cardinals
SLN,St. Louis,Cardinals,2014,St Louis Cardinals
SLN,St. Louis,Cardinals,2015,St Louis Cardinals
SLN,St. Louis,Cardinals,2016,St Louis Cardinals
SLN,St. Louis,Cardinals,2017,St Louis Cardinals
SLN,St. Louis,Cardinals,2018,St Louis Cardinals
SLN,St. Louis,Cardinals,2019,St Louis Cardinals
SLN,St. Louis,Cardinals,2020,St Louis Cardinals
SLN,St. Louis,Cardinals,2021,St Louis Cardinals
SLN,St. Louis,Cardinals,2022,St Louis Cardinals
SLN,St. Louis,Cardinals,2023,St Louis Cardinals
SLN,St. Louis,Cardinals,2024,St Louis Cardinals
TBA,Tampa Bay,Devil Rays,1998,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,1999,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2000,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2001,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2002,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2003,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2004,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2005,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2006,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2007,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2008,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2009,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2010,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2011,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2012,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2013,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2014,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2015,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2016,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2017,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2018,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2019,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2020,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2021,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2022,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2023,Tampa Bay Rays
TBA,Tampa Bay,Devil Rays,2024,Tampa Bay Rays
TEX,Texas,Rangers,1990,Texas Rangers
TEX,Texas,Rangers,1991,Texas Rangers
TEX,Texas,Rangers,1992,Texas Rangers
TEX,Texas,Rangers,1993,Texas Rangers
TEX,Texas,Rangers,1994,Texas Rangers
TEX,Texas,Rangers,1995,Texas Rangers
TEX,Texas,Rangers,1996,Texas Rangers
TEX,Texas,Rangers,1997,Texas Rangers
TEX,Texas,Rangers,1998,Texas Rangers
TEX,Texas,Rangers,1999,Texas Rangers
TEX,Texas,Rangers,2000,Texas Rangers
TEX,Texas,Rangers,2001,Texas Rangers
TEX,Texas,Rangers,2002,Texas Rangers
TEX,Texas,Rangers,2003,Texas Rangers
TEX,Texas,Rangers,2004,Texas Rangers
TEX,Texas,Rangers,2005,Texas Rangers
TEX,Texas,Rangers,2006,Texas Rangers
TEX,Texas,Rangers,2007,Texas Rangers
TEX,Texas,Rangers,2008,Texas Rangers
TEX,Texas,Rangers,2009,Texas Rangers
TEX,Texas,Rangers,2010,Texas Rangers
TEX,Texas,Rangers,2011,Texas Rangers
TEX,Texas,Rangers,2012,Texas Rangers
TEX,Texas,Rangers,2013,Texas Rangers
TEX,Texas,Rangers,2014,Texas Rangers
TEX,Texas,Rangers,2015,Texas Rangers
TEX,Texas,Rangers,2016,Texas Rangers
TEX,Texas,Rangers,2017,Texas Rangers
TEX,Texas,Rangers,2018,Texas Rangers
TEX,Texas,Rangers,2019,Texas Rangers
TEX,Texas,Rangers,2020,Texas Rangers
TEX,Texas,Rangers,2021,Texas Rangers
TEX,Texas,Rangers,2022,Texas Rangers
TEX,Texas,Rangers,2023,Texas Rangers
TEX,Texas,Rangers,2024,Texas Rangers
TOR,Toronto,Blue Jays,1990,Toronto Blue Jays
TOR,Toronto,Blue Jays,1991,Toronto Blue Jays
TOR,Toronto,Blue Jays,1992,Toronto Blue Jays
TOR,Toronto,Blue Jays,1993,Toronto Blue Jays
TOR,Toronto,Blue Jays,1994,Toronto Blue Jays
TOR,Toronto,Blue Jays,1995,Toronto Blue Jays
TOR,Toronto,Blue Jays,1996,Toronto Blue Jays
TOR,Toronto,Blue Jays,1997,Toronto Blue Jays
TOR,Toronto,Blue Jays,1998,Toronto Blue Jays
TOR,Toronto,Blue Jays,1999,Toronto Blue Jays
TOR,Toronto,Blue Jays,2000,Toronto Blue Jays
TOR,Toronto,Blue Jays,2001,Toronto Blue Jays
TOR,Toronto,Blue Jays,2002,Toronto Blue Jays
TOR,Toronto,Blue Jays,2003,Toronto Blue Jays
TOR,Toronto,Blue Jays,2004,Toronto Blue Jays
TOR,Toronto,Blue Jays,2005,Toronto Blue Jays
TOR,Toronto,Blue Jays,2006,Toronto Blue Jays
TOR,Toronto,Blue Jays,2007,Toronto Blue Jays
TOR,Toronto,Blue Jays,2008,Toronto Blue Jays
TOR,Toronto,Blue Jays,2009,Toronto Blue Jays
TOR,Toronto,Blue Jays,2010,Toronto Blue Jays
TOR,Toronto,Blue Jays,2011,Toronto Blue Jays
TOR,Toronto,Blue Jays,2012,Toronto Blue Jays
TOR,Toronto,Blue Jays,2013,Toronto Blue Jays
TOR,Toronto,Blue Jays,2014,Toronto Blue Jays
TOR,Toronto,Blue Jays,2015,Toronto Blue Jays
TOR,Toronto,Blue Jays,2016,Toronto Blue Jays
TOR,Toronto,Blue Jays,2017,Toronto Blue Jays
TOR,Toronto,Blue Jays,2018,Toronto Blue Jays
TOR,Toronto,Blue Jays,2019,Toronto Blue Jays
TOR,Toronto,Blue Jays,2020,Toronto Blue Jays
TOR,Toronto,Blue Jays,2021,Toronto Blue Jays
TOR,Toronto,Blue Jays,2022,Toronto Blue Jays
TOR,Toronto,Blue Jays,2023,Toronto Blue Jays
TOR,Toronto,Blue Jays,2024,Toronto Blue Jays
WAS,Washington,Nationals,2005,Washington Nationals
WAS,Washington,Nationals,2006,Washington Nationals
WAS,Washington,Nationals,2007,Washington Nationals
WAS,Washington,Nationals,2008,Washington Nationals
WAS,Washington,Nationals,2009,Washington Nationals
WAS,Washington,Nationals,2010,Washington Nationals
WAS,Washington,Nationals,2011,Washington Nationals
WAS,Washington,Nationals,2012,Washington Nationals
WAS,Washington,Nationals,2013,Washington Nationals
WAS,Washington,Nationals,2014,Washington Nationals
WAS,Washington,Nationals,2015,Washington Nationals
WAS,Washington,Nationals,2016,Washington Nationals
WAS,Washington,Nationals,2017,Washington Nationals
WAS,Washington,Nationals,2018,Washington Nationals
WAS,Washington,Nationals,2019,Washington Nationals
WAS,Washington,Nationals,2020,Washington Nationals
WAS,Washington,Nationals,2021,Washington Nationals
WAS,Washington,Nationals,2022,Washington Nationals
WAS,Washington,Nationals,2023,Washington Nationals
WAS,Washington,Nationals,2024,Washington Nationals
